time,open,high,low,close,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,SELLING,BUYING,SPAvg,BPAvg,VPO1,VPO2,VPH
2022-09-12T15:47:00+09:00,32197.41,32202.54,32193.54,32198.54,32176.16911016056,NaN,NaN,NaN,NaN,NaN,32198.0075,-11.076923076923077,24.923076923076923,22.39471834694066,25.040423499709426,NaN,NaN,NaN
2022-09-12T15:48:00+09:00,32198.54,32205.54,32198.54,32202.54,32180.256199144504,NaN,NaN,NaN,NaN,NaN,32201.29,-12,28,18.44730462063152,25.934269546242632,NaN,NaN,NaN
2022-09-12T15:49:00+09:00,32202.54,32202.54,32200.54,32201.54,32181.334579230053,NaN,NaN,NaN,NaN,NaN,32201.79,34,-17,21.348625033896354,23.924163671315277,NaN,NaN,NaN
2022-09-12T15:50:00+09:00,32201.54,32206.54,32200.54,32205.54,32183.55512130705,NaN,NaN,NaN,NaN,NaN,32203.54,-3.142857142857143,18.857142857142858,17.52251316445276,22.154881999040335,NaN,NaN,NaN
2022-09-12T15:51:00+09:00,32205.54,32207.41,32202.54,32205.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32205.2575,-17.15374841169218,27.84625158830782,16.473794008901717,23.13540397828847,NaN,NaN,NaN
2022-09-12T15:52:00+09:00,32205.54,32205.54,32197.41,32197.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32201.475000000002,35,0,20.84316571778853,17.596683478528384,NaN,NaN,NaN
2022-09-12T15:53:00+09:00,32197.41,32203.54,32197.41,32198.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32199.225,-16.621743036835856,20.378256963164144,20.880152974772063,16.907396724747304,NaN,NaN,NaN
2022-09-12T15:54:00+09:00,32198.54,32199.54,32194.54,32199.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32198.04,-19.555555555555554,24.444444444444446,20.558250434213818,18.61933696622632,NaN,NaN,NaN
2022-09-12T15:55:00+09:00,32199.54,32202.54,32194.54,32194.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32197.79,43.63636363636364,-16.363636363636363,26.247303099611713,18.483396875948586,NaN,NaN,NaN
2022-09-12T15:56:00+09:00,32194.54,32202.41,32194.41,32202.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32198.4425,-1.0233702337102275,62.976629766289776,21.363583049485815,29.572720075964448,NaN,NaN,NaN
2022-09-12T15:57:00+09:00,32202.41,32202.41,32197.54,32198.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32200.225,24.88926746166862,-5.110732538331381,21.02407414000004,26.229553991560145,NaN,NaN,NaN
2022-09-12T15:58:00+09:00,32198.54,32205.54,32194.54,32204.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32200.79,-20.53333333333333,56.46666666666666,20.81651171096192,32.953040639235695,NaN,NaN,NaN
2022-09-12T15:59:00+09:00,32204.54,32207.41,32201.54,32205.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32204.725,-12.852311161219063,25.147688838780937,18.773570966266675,32.6825743510409,NaN,NaN,NaN
2022-09-12T16:00:00+09:00,32205.41,32205.54,32189.54,32197.91,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32199.6,161.51005334428248,-84.48994665571749,53.946956374596816,45.56680085516135,NaN,NaN,NaN
2022-09-12T16:01:00+09:00,32197.91,32198.91,32184.91,32186.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32192.035,160.7741935483871,-17.225806451612904,89.44711202012692,41.702608880304346,NaN,NaN,NaN
2022-09-12T16:02:00+09:00,32186.41,32200.91,32183.91,32198.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32192.442499999997,-28.46153846153846,193.53846153846155,83.07575754186233,78.69552405112941,NaN,NaN,NaN
2022-09-12T16:03:00+09:00,32198.54,32200.41,32185.41,32191.91,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32194.0675,120,-52,90.7139795368306,81.26987183105332,NaN,NaN,NaN
2022-09-12T16:04:00+09:00,32191.91,32199.54,32187.54,32198.91,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32194.475,-44.31398900426854,121.68601099573146,81.02353740243215,92.01749356720384,NaN,NaN,NaN
2022-09-12T16:05:00+09:00,32198.91,32202.91,32187.41,32193.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32195.66,126.16279069767441,-48.83720930232558,89.88574019264311,83.9093279350219,NaN,NaN,NaN
2022-09-12T16:06:00+09:00,32193.41,32202.54,32191.41,32198.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32196.4425,-37.619266055050126,101.38073394494988,79.0346723557976,86.25013802945841,NaN,NaN,NaN
2022-09-12T16:07:00+09:00,32198.41,32208.41,32198.41,32199.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32201.16,-85.73684210526315,95.26315789473684,77.9974478339526,89.08859551938714,NaN,NaN,NaN
2022-09-12T16:08:00+09:00,32199.41,32205.54,32196.41,32205.54,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32201.725,-44.02308326462944,133.97691673537057,69.24455056116057,101.02029019586519,NaN,NaN,NaN
2022-09-12T16:09:00+09:00,32205.54,32208.41,32198.54,32203.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32203.975,105.12822252374859,-51.87177747625141,76.02724423360957,91.71608568508125,NaN,NaN,NaN
2022-09-12T16:10:00+09:00,32203.41,32212.91,32191.54,32192.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32200.0675,143.9896339488155,-64.01036605118449,94.71351508052331,82.46360464891109,NaN,NaN,NaN
2022-09-12T16:11:00+09:00,32192.41,32198.41,32189.91,32190.91,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32192.91,100.82758620689654,-71.17241379310344,100.91360057384505,77.32768667591662,NaN,NaN,NaN
2022-09-12T16:12:00+09:00,32190.91,32199.54,32187.54,32193.41,32185.52760917634,NaN,NaN,NaN,NaN,NaN,32192.85,-50.04081632653612,97.95918367346388,89.74542588534825,81.20158143205482,NaN,NaN,NaN
2022-09-12T16:13:00+09:00,32193.41,32193.41,32180.54,32185.41,NaN,NaN,NaN,32212.241751118414,32212.241751118414,32212.241751118414,32188.1925,89.23393461105167,-33.76606538894834,86.82550939464991,70.31117611031274,NaN,NaN,NaN
2022-09-12T16:14:00+09:00,32185.41,32194.41,32180.41,32193.41,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32188.41,-42.10526315789473,117.89473684210526,74.91546871278652,79.48446496282536,NaN,NaN,NaN
2022-09-12T16:15:00+09:00,32193.41,32199.91,32185.91,32195.54,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32193.692499999997,-48.83720930232558,91.16279069767442,65.41839368970544,84.69736860966577,NaN,NaN,NaN
2022-09-12T16:16:00+09:00,32195.54,32204.41,32185.54,32186.41,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32192.975,79.5886806056252,-37.4113193943748,66.5866966629151,74.17908221755314,NaN,NaN,NaN
2022-09-12T16:17:00+09:00,32186.41,32192.91,32185.41,32192.91,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32189.41,-14.588235294117647,109.41176470588235,53.87915706401816,80.35768124160728,NaN,NaN,NaN
2022-09-12T16:18:00+09:00,32192.91,32200.91,32192.91,32199.54,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32196.567499999997,-14.913553895401419,87.08644610459858,40.960871372139735,83.58452221336864,NaN,NaN,NaN
2022-09-12T16:19:00+09:00,32199.54,32199.54,32180.54,32182.54,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32190.54,160.14285714285714,-16.857142857142858,67.52679639184949,67.70938761725253,NaN,NaN,NaN
2022-09-12T16:20:00+09:00,32182.54,32197.41,32181.54,32196.41,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32189.475,-10.077059869591599,159.9229401304084,59.80584351621245,86.79399209651247,NaN,NaN,NaN
2022-09-12T16:21:00+09:00,32196.41,32207.91,32194.41,32197.54,NaN,NaN,NaN,32212.241751118414,NaN,NaN,32199.067499999997,-77.76413908671542,101.2358609132846,62.36517918992893,95.17561042052048,NaN,NaN,NaN
2022-09-12T16:22:00+09:00,32197.54,32215.41,32197.41,32215.41,32166.34187581736,32166.34187581736,32166.34187581736,NaN,NaN,NaN,32206.4425,-0.9321566464496125,129.0678433535504,47.64675747248822,105.74407323477996,NaN,NaN,NaN
2022-09-12T16:23:00+09:00,32215.41,32227.54,32210.54,32227.54,32177.878688235625,NaN,NaN,NaN,NaN,NaN,32220.2575,-32.73388203017301,114.266117969827,40.23893318254924,110.51670012210658,NaN,NaN,NaN
2022-09-12T16:24:00+09:00,32227.54,32235.41,32227.41,32234.41,32191.96481941206,NaN,NaN,NaN,NaN,NaN,32231.1925,-16.77777777777778,134.22222222222223,32.52168825887163,117.63623736896716,NaN,NaN,NaN
2022-09-12T16:25:00+09:00,32234.41,32240.41,32231.54,32240.41,32197.813337470856,NaN,NaN,NaN,NaN,NaN,32236.6925,-31.04684838159573,95.95315161840428,30.22366705863325,113.99535024304157,NaN,NaN,NaN
2022-09-12T16:26:00+09:00,32240.41,32242.91,32235.41,32238.54,32202.56450372377,NaN,NaN,NaN,NaN,NaN,32239.317499999997,79.0216368767563,-32.978363123243696,41.84865421310442,92.8308816816107,NaN,NaN,NaN
2022-09-12T16:27:00+09:00,32238.54,32244.54,32233.91,32234.41,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32237.850000000002,86.2928442573692,-48.70715574263082,55.86594851278841,76.50883305650802,NaN,NaN,NaN
2022-09-12T16:28:00+09:00,32234.41,32237.41,32225.91,32227.41,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32231.285,111.82758620689656,-29.17241379310345,73.36068151123644,60.5942160843812,NaN,NaN,NaN
2022-09-12T16:29:00+09:00,32227.41,32227.41,32216.54,32225.41,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32224.1925,79.84549138804535,-65.15450861195465,79.35556723005067,57.75563497324286,NaN,NaN,NaN
2022-09-12T16:30:00+09:00,32225.41,32232.41,32222.41,32229.41,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32227.41,-24.230769230769234,80.76923076923077,67.07308915993386,62.799388644455256,NaN,NaN,NaN
2022-09-12T16:31:00+09:00,32229.41,32237.91,32228.91,32236.91,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32233.285,-10.5,94.5,49.85919735242119,71.98547990114454,NaN,NaN,NaN
2022-09-12T16:32:00+09:00,32236.91,32241.41,32229.91,32232.41,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32235.16,59.65625,-23.34375,48.00498756243773,62.12157024003073,NaN,NaN,NaN
2022-09-12T16:33:00+09:00,32232.41,32235.54,32225.41,32232.54,32203.10005335139,NaN,NaN,NaN,NaN,NaN,32231.475,-50.67133683595729,73.32866316404271,48.20802243332175,62.45736605575527,NaN,NaN,NaN
2022-09-12T16:34:00+09:00,32232.54,32240.41,32231.91,32235.54,32203.106290665306,NaN,NaN,NaN,NaN,NaN,32235.1,-23.67614061331024,41.323859386689755,42.12581069603988,57.257938342420026,NaN,NaN,NaN
2022-09-12T16:35:00+09:00,32235.54,32238.91,32234.41,32235.54,32205.561661598775,NaN,NaN,NaN,NaN,NaN,32236.1,46.886912325291966,-35.113087674708034,41.79553316903243,50.421868747158214,NaN,NaN,NaN
2022-09-12T16:36:00+09:00,32235.54,32236.41,32230.54,32233.41,32205.561661598775,NaN,NaN,NaN,NaN,NaN,32233.975,42.9839816933664,-21.016018306633594,42.010075918364066,41.36138873821161,NaN,NaN,NaN
2022-09-12T16:37:00+09:00,32233.41,32238.91,32228.54,32230.54,32205.561661598775,NaN,NaN,NaN,NaN,NaN,32232.85,72.53119092627352,-38.468809073726476,49.69399035767434,38.373123819853674,NaN,NaN,NaN
2022-09-12T16:38:00+09:00,32230.54,32236.91,32228.54,32229.41,32205.561661598775,NaN,NaN,NaN,NaN,NaN,32231.35,44.85956580732774,-34.14043419267226,50.40636282991525,36.56788518346884,NaN,NaN,NaN
2022-09-12T16:39:00+09:00,32229.41,32232.54,32228.91,32232.54,32205.561661598775,NaN,NaN,NaN,NaN,NaN,32230.85,-8.11138014527645,58.88861985472355,40.010710276815786,41.696759192186306,NaN,NaN,NaN
2022-09-12T16:40:00+09:00,32232.54,32237.41,32229.41,32237.41,32206.20942105746,NaN,NaN,NaN,NaN,NaN,32234.1925,-17.154537286616772,43.845462713383235,31.697753890991166,43.516153574664905,NaN,NaN,NaN
2022-09-12T16:41:00+09:00,32237.41,32249.41,32236.54,32245.91,32214.633478951713,NaN,NaN,NaN,NaN,NaN,32242.3175,-21.16676847892618,77.83323152107381,26.986768441518763,52.55027165688678,NaN,NaN,NaN
2022-09-12T16:42:00+09:00,32245.91,32252.91,32239.54,32252.41,32216.706631056542,NaN,NaN,NaN,NaN,NaN,32247.6925,-32.26950354609746,67.73049645390255,27.129705855295335,58.60385737669619,NaN,NaN,NaN
2022-09-12T16:43:00+09:00,32252.41,32252.91,32244.91,32247.54,32219.94346795089,NaN,NaN,NaN,NaN,NaN,32249.442499999997,99.34148635935077,-32.65851364064922,45.218385334753336,53.6309178726368,NaN,NaN,NaN
2022-09-12T16:44:00+09:00,32247.54,32253.41,32246.54,32253.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32250.225,-11.81702668361017,81.18297331638983,41.39021554183205,59.27569685756021,NaN,NaN,NaN
2022-09-12T16:45:00+09:00,32253.41,32256.41,32237.54,32239.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32246.6925,123.38408779149428,-19.615912208505716,60.93164115601728,50.77194544152744,NaN,NaN,NaN
2022-09-12T16:46:00+09:00,32239.41,32247.41,32234.41,32246.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32241.942499999997,-39.16666666666667,101.83333333333333,60.37575393722594,61.41135456047073,NaN,NaN,NaN
2022-09-12T16:47:00+09:00,32246.54,32253.91,32246.41,32246.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32248.35,64.55951580363589,-63.4404841963641,61.28272259913059,64.57848924917988,NaN,NaN,NaN
2022-09-12T16:48:00+09:00,32246.54,32246.54,32241.91,32246.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32245.350000000002,60.85432639650166,-59.14567360349833,61.40236571394952,64.0120690099368,NaN,NaN,NaN
2022-09-12T16:49:00+09:00,32246.41,32253.54,32246.41,32246.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32248.1925,-53,-53,59.33168506416688,61.117446697641824,NaN,NaN,NaN
2022-09-12T16:50:00+09:00,32246.41,32254.91,32244.41,32252.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32249.535,-24.423076923076923,102.57692307692308,50.086862866448726,70.75866021438839,NaN,NaN,NaN
2022-09-12T16:51:00+09:00,32252.41,32253.41,32243.41,32245.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32248.692499999997,89.03544929925056,-18.964550700749438,57.51280392521965,60.22043621516529,NaN,NaN,NaN
2022-09-12T16:52:00+09:00,32245.54,32245.54,32238.54,32243.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32243.2575,68.40775063185086,-47.59224936814914,62.09302586657019,54.42883350360548,NaN,NaN,NaN
2022-09-12T16:53:00+09:00,32243.41,32248.91,32237.41,32239.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32242.285,81.1764705882353,-38.82352941176471,68.0089425323241,49.079606802755336,NaN,NaN,NaN
2022-09-12T16:54:00+09:00,32239.41,32241.54,32233.41,32234.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32237.1925,71.31578947367899,-18.684210526321014,70.3146334341013,40.14345105843422,NaN,NaN,NaN
2022-09-12T16:55:00+09:00,32234.41,32242.54,32232.54,32240.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32237.475,-20.018136850791073,93.98186314920892,58.316932013718045,51.36901514504762,NaN,NaN,NaN
2022-09-12T16:56:00+09:00,32240.41,32244.54,32235.41,32238.91,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32239.8175,66.78808446455224,-30.21191553544776,57.43529477133078,48.886131264301,NaN,NaN,NaN
2022-09-12T16:57:00+09:00,32238.91,32247.54,32235.54,32241.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32240.8825,-27.666666666666664,55.33333333333333,49.77272843456794,49.87721081137243,NaN,NaN,NaN
2022-09-12T16:58:00+09:00,32241.54,32244.41,32236.91,32238.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32240.3175,44.84088717454635,-17.159112825453647,46.62412653537183,41.94545620166059,NaN,NaN,NaN
2022-09-12T16:59:00+09:00,32238.41,32241.54,32233.41,32234.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32236.9425,58.48401420958822,-22.51598579041178,48.8019479791269,35.105149946420426,NaN,NaN,NaN
2022-09-12T17:00:00+09:00,32234.41,32243.41,32233.91,32236.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32237.035,-55.57575757575758,75.42424242424244,51.03985573922334,43.47484650206589,NaN,NaN,NaN
2022-09-12T17:01:00+09:00,32236.41,32251.91,32236.41,32250.91,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32243.91,-8,124,40.839368744441614,65.69855901546077,NaN,NaN,NaN
2022-09-12T17:02:00+09:00,32250.91,32253.41,32241.54,32247.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32248.3175,85.64599774521105,-42.354002254788945,49.49090424593854,65.41834795364154,NaN,NaN,NaN
2022-09-12T17:03:00+09:00,32247.41,32252.41,32239.54,32243.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32245.725,73.46054840514667,-28.539451594853336,57.6461991611148,56.12857109848969,NaN,NaN,NaN
2022-09-12T17:04:00+09:00,32243.54,32252.41,32243.54,32246.91,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32246.6,-53.96659707724809,87.03340292275192,58.76512236894219,61.53233484076728,NaN,NaN,NaN
2022-09-12T17:05:00+09:00,32246.91,32251.41,32244.54,32248.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32247.8175,-33.13069908814931,75.86930091185069,52.63624735070081,66.46751729410752,NaN,NaN,NaN
2022-09-12T17:06:00+09:00,32248.41,32248.91,32235.54,32244.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32244.35,51.99776486365509,-35.002235136344915,50.94440797437904,59.834992368001934,NaN,NaN,NaN
2022-09-12T17:07:00+09:00,32244.54,32249.41,32243.41,32249.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32246.6925,-14.73913043479379,78.2608695652062,41.470128745402285,62.783330435776605,NaN,NaN,NaN
2022-09-12T17:08:00+09:00,32249.41,32252.41,32229.41,32230.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32240.442499999997,123.84615384615384,-16.153846153846153,59.695565213345986,51.86304388223766,NaN,NaN,NaN
2022-09-12T17:09:00+09:00,32230.54,32232.91,32215.41,32231.91,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32227.6925,-64.45203800184113,74.54796199815887,65.44104252745569,54.804201772833224,NaN,NaN,NaN
2022-09-12T17:10:00+09:00,32231.91,32247.54,32230.54,32245.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32238.85,-11.134343962367513,88.86565603763249,53.30073721471108,64.05485481168193,NaN,NaN,NaN
2022-09-12T17:11:00+09:00,32245.41,32250.41,32241.91,32243.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32245.317499999997,107.66666666666667,-63.33333333333333,63.85714324951382,66.18713770180696,NaN,NaN,NaN
2022-09-12T17:12:00+09:00,32243.54,32246.41,32233.91,32240.54,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32241.1,71.22320961839662,-37.77679038160338,68.3377613504352,59.61762159428732,NaN,NaN,NaN
2022-09-12T17:13:00+09:00,32240.54,32242.91,32238.54,32242.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32241.1,-33.28100470958146,72.71899529041853,60.693726715452115,61.25058599144022,NaN,NaN,NaN
2022-09-12T17:14:00+09:00,32242.41,32245.91,32236.54,32244.91,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32242.4425,-39.287401574801585,62.71259842519841,53.43113677154371,62.02433019916799,NaN,NaN,NaN
2022-09-12T17:15:00+09:00,32244.91,32252.41,32243.41,32252.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32248.285,-15.857142857142856,95.14285714285714,42.221990806966396,70.49739798702223,NaN,NaN,NaN
2022-09-12T17:16:00+09:00,32252.41,32252.91,32246.91,32249.41,32221.8441211558,NaN,NaN,NaN,NaN,NaN,32250.41,67.05882352941177,-27.941176470588236,45.628912496433415,61.976609554877285,NaN,NaN,NaN
2022-09-12T17:17:00+09:00,32249.41,32255.91,32249.41,32252.41,32222.7462479881,NaN,NaN,NaN,NaN,NaN,32251.785,-30.45,56.550000000000004,42.68591479469181,58.48976005812173,NaN,NaN,NaN
2022-09-12T17:18:00+09:00,32252.41,32252.91,32248.54,32251.91,32222.7462479881,NaN,NaN,NaN,NaN,NaN,32251.4425,60.41214470284419,-46.587855297155805,46.38172284629451,54.642571493691364,NaN,NaN,NaN
2022-09-12T17:19:00+09:00,32251.91,32256.91,32251.41,32255.41,32227.09996087036,NaN,NaN,NaN,NaN,NaN,32253.91,-18.21428571428571,66.78571428571428,40.26381557619298,56.7165600505895,NaN,NaN,NaN
2022-09-12T17:20:00+09:00,32255.41,32266.41,32254.54,32264.91,32232.559964783326,NaN,NaN,NaN,NaN,NaN,32260.3175,-15.033657442035551,118.96634255796445,32.42679922512824,72.79750281665777,NaN,NaN,NaN
2022-09-12T17:21:00+09:00,32264.91,32265.41,32255.54,32260.91,32232.559964783326,NaN,NaN,NaN,NaN,NaN,32261.6925,77.06889763779762,-41.93110236220238,41.6280697405294,69.10113839456099,NaN,NaN,NaN
2022-09-12T17:22:00+09:00,32260.91,32266.91,32258.41,32265.91,32234.833921474496,NaN,NaN,NaN,NaN,NaN,32263.035,-24.09090909090909,81.9090909090909,39.54409720697461,71.37903541766927,NaN,NaN,NaN
2022-09-12T17:23:00+09:00,32265.91,32267.41,32260.54,32262.91,32236.870529327043,NaN,NaN,NaN,NaN,NaN,32264.1925,86.24675324675947,-29.753246753240525,50.69876808353213,61.54206250733915,NaN,NaN,NaN
