time,open,high,low,close,quick,fast,middle,slow
2022-09-12T10:35:00+09:00,85.41,85.411,85.387,85.41,85.43799999999979,85.44774999999974,85.43608333333373,85.52672916666637
2022-09-12T10:36:00+09:00,85.407,85.421,85.391,85.405,85.42879999999978,85.45308333333308,85.43316666666705,85.51962499999969
2022-09-12T10:37:00+09:00,85.402,85.432,85.402,85.427,85.42199999999978,85.4549166666664,85.43295833333372,85.51327083333302
2022-09-12T10:38:00+09:00,85.43,85.435,85.35,85.35,85.39979999999977,85.44274999999975,85.42916666666706,85.50597916666635
2022-09-12T10:39:00+09:00,85.35,85.372,85.336,85.36,85.39039999999977,85.43233333333308,85.42666666666706,85.49833333333304
2022-09-12T10:40:00+09:00,85.37,85.395,85.361,85.371,85.38259999999977,85.42349999999975,85.42620833333372,85.49093749999969
2022-09-12T10:41:00+09:00,85.371,85.38,85.316,85.322,85.36599999999979,85.40808333333307,85.4250000000004,85.48179166666637
2022-09-12T10:42:00+09:00,85.325,85.332,85.17,85.217,85.32399999999977,85.38683333333307,85.41820833333372,85.46960416666637
2022-09-12T10:43:00+09:00,85.22,85.221,85.141,85.162,85.28639999999977,85.36274999999974,85.40695833333372,85.45983333333304
2022-09-12T10:44:00+09:00,85.162,85.24,85.157,85.225,85.25939999999977,85.34308333333308,85.39750000000039,85.45066666666638
2022-09-12T10:45:00+09:00,85.231,85.271,85.23,85.271,85.23939999999978,85.32724999999974,85.38879166666705,85.44189583333304
2022-09-12T10:46:00+09:00,85.267,85.267,85.235,85.242,85.22339999999977,85.31349999999973,85.38070833333374,85.43222916666637
2022-09-12T10:47:00+09:00,85.23,85.26,85.23,85.252,85.23039999999978,85.30033333333307,85.37404166666705,85.42372916666636
2022-09-12T10:48:00+09:00,85.251,85.296,85.24,85.277,85.25339999999979,85.2896666666664,85.3713750000004,85.41520833333304
2022-09-12T10:49:00+09:00,85.28,85.282,85.262,85.281,85.26459999999977,85.27749999999973,85.36620833333372,85.40741666666638
2022-09-12T10:50:00+09:00,85.29,85.337,85.29,85.332,85.27679999999978,85.27599999999974,85.3593750000004,85.40056249999971
2022-09-12T10:51:00+09:00,85.326,85.372,85.321,85.36,85.30039999999977,85.27599999999974,85.35416666666707,85.39541666666638
2022-09-12T10:52:00+09:00,85.355,85.376,85.341,85.342,85.31839999999977,85.27358333333306,85.34854166666707,85.39135416666637
2022-09-12T10:53:00+09:00,85.35,85.357,85.33,85.352,85.33339999999977,85.27608333333306,85.34208333333373,85.3881249999997
2022-09-12T10:54:00+09:00,85.35,85.381,85.33,85.357,85.34859999999978,85.28774999999973,85.33729166666707,85.3846874999997
2022-09-12T10:55:00+09:00,85.362,85.387,85.35,85.385,85.35919999999977,85.30633333333306,85.33454166666706,85.3838124999997
2022-09-12T10:56:00+09:00,85.38,85.381,85.331,85.336,85.35439999999977,85.31558333333307,85.32933333333374,85.38133333333303
2022-09-12T10:57:00+09:00,85.331,85.382,85.331,85.362,85.35839999999976,85.3231666666664,85.32520833333373,85.38008333333305
2022-09-12T10:58:00+09:00,85.367,85.372,85.331,85.336,85.35519999999977,85.33099999999973,85.32225000000041,85.37843749999969
2022-09-12T10:59:00+09:00,85.341,85.372,85.341,85.361,85.35599999999977,85.34008333333308,85.32020833333372,85.37814583333305
2022-09-12T11:00:00+09:00,85.377,85.387,85.31,85.317,85.34239999999977,85.34341666666641,85.31654166666708,85.37485416666637
2022-09-12T11:01:00+09:00,85.321,85.352,85.316,85.336,85.34239999999977,85.34799999999973,85.3127500000004,85.37285416666639
2022-09-12T11:02:00+09:00,85.341,85.362,85.341,85.36,85.34199999999979,85.35033333333307,85.31316666666707,85.37116666666638
2022-09-12T11:03:00+09:00,85.361,85.472,85.361,85.416,85.35799999999978,85.35499999999973,85.3155000000004,85.37108333333305
2022-09-12T11:04:00+09:00,85.422,85.422,85.392,85.402,85.36619999999978,85.35999999999973,85.31679166666707,85.37149999999973
2022-09-12T11:05:00+09:00,85.406,85.41,85.38,85.41,85.38479999999979,85.36483333333307,85.32045833333373,85.37272916666639
2022-09-12T11:06:00+09:00,85.417,85.437,85.381,85.412,85.39999999999978,85.3694166666664,85.32858333333373,85.37339583333305
2022-09-12T11:07:00+09:00,85.402,85.417,85.38,85.385,85.40499999999977,85.36941666666638,85.3378750000004,85.37241666666638
2022-09-12T11:08:00+09:00,85.39,85.436,85.37,85.37,85.39579999999978,85.37224999999972,85.34391666666706,85.37070833333304
2022-09-12T11:09:00+09:00,85.371,85.396,85.346,85.357,85.38679999999978,85.37183333333307,85.34750000000041,85.36814583333306
2022-09-12T11:10:00+09:00,85.362,85.417,85.335,85.41,85.38679999999978,85.37799999999972,85.35450000000041,85.36760416666637
2022-09-12T11:11:00+09:00,85.406,85.427,85.4,85.407,85.38579999999976,85.38183333333306,85.36095833333373,85.36749999999972
2022-09-12T11:12:00+09:00,85.402,85.431,85.397,85.425,85.39379999999977,85.39083333333308,85.3671250000004,85.36924999999972
2022-09-12T11:13:00+09:00,85.421,85.436,85.392,85.436,85.40699999999978,85.3991666666664,85.37358333333373,85.36989583333305
2022-09-12T11:14:00+09:00,85.435,85.436,85.341,85.361,85.40779999999977,85.39924999999972,85.37479166666706,85.36708333333304
2022-09-12T11:15:00+09:00,85.37,85.397,85.37,85.387,85.40319999999977,85.39683333333306,85.37591666666707,85.36504166666639
2022-09-12T11:16:00+09:00,85.39,85.402,85.37,85.375,85.39679999999977,85.39458333333306,85.37729166666708,85.36291666666638
2022-09-12T11:17:00+09:00,85.382,85.397,85.37,85.37,85.38579999999976,85.39124999999973,85.37804166666706,85.36006249999973
2022-09-12T11:18:00+09:00,85.376,85.432,85.376,85.422,85.38299999999977,85.39208333333306,85.38075000000039,85.35902083333305
2022-09-12T11:19:00+09:00,85.425,85.432,85.415,85.417,85.39419999999976,85.39474999999975,85.38208333333374,85.35831249999973
2022-09-12T11:20:00+09:00,85.415,85.432,85.415,85.425,85.40179999999977,85.39933333333308,85.38579166666706,85.35756249999973
2022-09-12T11:21:00+09:00,85.43,85.441,85.415,85.415,85.40979999999976,85.40416666666641,85.38800000000042,85.35660416666639
2022-09-12T11:22:00+09:00,85.422,85.52,85.422,85.51,85.43779999999977,85.41249999999974,85.39525000000042,85.35874999999972
2022-09-12T11:23:00+09:00,85.51,85.511,85.455,85.475,85.44839999999976,85.41816666666641,85.40000000000042,85.3601041666664
2022-09-12T11:24:00+09:00,85.48,85.495,85.461,85.476,85.46019999999976,85.42241666666642,85.40662500000042,85.36158333333306
