time,open,high,low,close,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,quick,fast,middle,slow,Shapes,Shapes,Shapes,Shapes,SELLING,BUYING,SPAvg,BPAvg,VPO1,VPO2,VPH,BBP,Plot,Nivel 0&quot;,Nivel 2,Nivel -2&quot;,Bull Trend&quot;,Bear Trend&quot;,Trend,Bull Trend Hist,Bull Trend Hist,Trend,BBPower,Bull,Bear
2022-09-12T15:34:00+09:00,12593.6,12595.4,12591,12595.2,12587.466552743594,NaN,NaN,NaN,NaN,NaN,12593.8,12589.740000000043,12586.308333333285,12584.858333333324,12589.754166666638,0,0,0,0,-79.48571428572541,134.5142857142746,78.99816568688671,165.10749022125884,NaN,NaN,NaN,0.3633333333333212,0,0,2,-2,3.2615630987275703,-2.1871658426760656,1.0743972560515047,0,0,NaN,11.116454648274157,7.758227324136897,3.3582273241372604
2022-09-12T15:35:00+09:00,12595,12603.5,12594.7,12603.5,12592.577242194875,NaN,NaN,NaN,NaN,NaN,12599.175,12593.600000000044,12587.91666666662,12585.712499999992,12589.927083333305,0,0,0,0,-12.849462365592403,226.1505376344076,61.74647423972104,180.6150445162101,NaN,NaN,NaN,0.5266666666666424,0,0,2,-2,4.266600237422399,-0.5227850093285126,3.743815228093886,0,1.4772149906714875,NaN,18.385532555665122,13.592766277832197,4.792766277832925
2022-09-12T15:36:00+09:00,12603.5,12613,12600.5,12612.4,12598.7817937559,NaN,NaN,NaN,NaN,NaN,12607.35,12598.860000000044,12590.49166666662,12586.899999999992,12590.29791666664,0,0,0,0,-82.83870967741936,345.1612903225806,62.706610237354205,225.62849454154053,NaN,NaN,NaN,0.9399999999999636,0,0,2,-2,4.721263336757962,-0.08282918134668378,4.638434155411279,0,1.9171708186533163,NaN,27.25902790485634,19.87951395242817,7.379513952428169
2022-09-12T15:37:00+09:00,12611.2,12618.8,12605.3,12618.6,12602.705435004718,NaN,NaN,NaN,NaN,NaN,12613.475,12604.620000000043,12593.39166666662,12588.274999999992,12590.779166666638,0,0,0,0,-139.93203883495616,266.0679611650438,82.25300138616298,246.99172370374896,NaN,NaN,NaN,1.0399999999999636,0,0,2,-2,4.755705591693528,-0.023543096988453558,4.732162494705074,0,1.9764569030115464,NaN,30.579166775591148,22.039583387795574,8.539583387795574
2022-09-12T15:38:00+09:00,12618.7,12630.8,12616.1,12627.6,12612.740348003776,NaN,NaN,NaN,NaN,NaN,12623.3,12611.460000000045,12596.883333333288,12590.062499999993,12591.502083333306,0,0,0,0,-118.16759776533722,542.8324022346627,96.11824826815874,326.2927006270295,NaN,NaN,NaN,1.4799999999999878,0,0,2,-2,5.073927707376252,-0.3286754790202144,4.745252228356038,0,1.6713245209797856,NaN,44.56785723622124,29.633928618110076,14.933928618111167
2022-09-12T15:39:00+09:00,12627.5,12631,12623.3,12625.2,12616.88827840302,NaN,NaN,NaN,NaN,NaN,12626.75,12617.460000000045,12600.324999999953,12591.837499999992,12592.20416666664,0,0,0,0,330.0000000000098,-149.99999999999025,158.05499792162044,302.0447697010898,NaN,NaN,NaN,1.273333333333297,0,0,2,-2,5.038140969953561,-0.621728034589936,4.416412935363625,0,1.3782719654100641,NaN,45.10102048818953,26.40051024409513,18.700510244094403
2022-09-12T15:40:00+09:00,12625.2,12630.1,12622.1,12625.1,12616.88827840302,NaN,NaN,NaN,NaN,NaN,12625.625,12621.780000000044,12603.733333333288,12593.570833333324,12592.933333333305,0,0,0,0,254.88372093023978,-156.11627906976025,197.7463660871407,259.50066431177254,NaN,NaN,NaN,1.3166666666666667,0,0,2,-2,5.174846789678709,-0.6509935193838536,4.523853270294855,0,1.3490064806161464,NaN,37.14373184701981,22.571865923509904,14.571865923509904
2022-09-12T15:41:00+09:00,12622.1,12626.5,12622.1,12626,12616.88827840302,NaN,NaN,NaN,NaN,NaN,12624.175,12624.500000000044,12607.258333333288,12595.30416666666,12593.633333333308,0,0,0,0,-113.91891891892452,167.08108108107547,186.71234633646674,225.75974215676894,NaN,NaN,NaN,1.5799999999999879,0,0,2,-2,5.8791288967220225,-0.6149716419165389,5.264157254805483,0,1.3850283580834613,NaN,28.2660558688749,16.33302793443727,11.933027934437632
2022-09-12T15:42:00+09:00,12626.1,12628.2,12623.9,12628,12617.949198542345,NaN,NaN,NaN,NaN,NaN,12626.550000000001,12626.380000000045,12610.908333333287,12597.149999999989,12594.314583333306,0,0,0,0,-69.04615384615737,134.95384615384265,154.5372932762209,194.62303761728646,NaN,NaN,NaN,1.6099999999999757,0,0,2,-2,6.762293865163498,-0.40736710031106005,6.354926764852438,0,1.5926328996889398,NaN,26.670905030465292,15.485452515233192,11.1854525152321
2022-09-12T15:43:00+09:00,12628.1,12631.1,12625.9,12631.1,12620.875358833877,NaN,NaN,NaN,NaN,NaN,12629.05,12627.080000000044,12614.658333333287,12599.141666666656,12595.027083333307,0,0,0,0,-60.64864864865678,143.35135135134323,123.02136885426842,174.02093991593003,NaN,NaN,NaN,1.629999999999988,0,0,2,-2,7.631834565348765,0,7.631834565348765,0,2,NaN,26.317918597542302,15.758959298771515,10.558959298770787
2022-09-12T15:44:00+09:00,12631,12631.3,12626.1,12627.7,12621.456287067102,NaN,NaN,NaN,NaN,NaN,12629.025000000001,12627.580000000044,12617.816666666622,12601.049999999988,12595.645833333307,0,0,0,0,139.17647058822098,-42.82352941177903,119.18116318226843,136.07106286455317,NaN,NaN,NaN,1.5733333333333577,0,0,2,-2,7.516863313661735,-0.546680968266087,6.9701823453956475,0,1.4533190317339129,NaN,23.186787369320882,14.193393684659895,8.993393684660987
2022-09-12T15:45:00+09:00,12627.8,12629.1,12624.4,12627.5,12621.456287067102,NaN,NaN,NaN,NaN,NaN,12627.2,12628.060000000045,12620.658333333287,12602.954166666656,12596.23541666664,0,0,0,0,180.16666666666936,-118.83333333333066,133.46748763536868,122.27416121890333,NaN,NaN,NaN,1.593333333333309,0,0,2,-2,7.941167884735722,-0.6120981331032538,7.329069751632469,0,1.3879018668967462,NaN,16.317246316561068,10.508623158280898,5.80862315828017
2022-09-12T15:46:00+09:00,12627.6,12631.7,12626.8,12631.4,12622.708823722945,NaN,NaN,NaN,NaN,NaN,12629.375000000002,12629.140000000043,12623.674999999954,12604.991666666654,12596.88541666664,0,0,0,0,-29.052631578974026,177.94736842102597,110.93535473454509,132.74323760802153,NaN,NaN,NaN,1.6599999999999757,0,0,2,-2,8.946403142393672,-0.05044964178060002,8.895953500613071,0,1.9495503582194,NaN,17.65763969990803,11.278819849954743,6.378819849953288
2022-09-12T15:47:00+09:00,12631.6,12635.1,12629.3,12634.2,12625.691058978357,NaN,NaN,NaN,NaN,NaN,12632.55,12630.380000000045,12626.233333333288,12607.074999999988,12597.504166666638,0,0,0,0,-65.02469135803803,163.975308641962,93.82465566521242,143.16852446378618,NaN,NaN,NaN,1.7099999999999758,0,0,2,-2,9.463905079975135,-0.1520984744995389,9.311806605475596,0,1.8479015255004612,NaN,19.620834028492027,12.71041701424656,6.910417014245468
2022-09-12T15:48:00+09:00,12634,12637,12632.7,12635.7,12628.696847182686,NaN,NaN,NaN,NaN,NaN,12634.849999999999,12631.300000000043,12628.174999999954,12609.33333333332,12598.23541666664,1,0,0,0,-80.68965517242391,231.31034482757607,86.26323077468213,167.81030126867483,NaN,NaN,NaN,1.7699999999999514,0,0,2,-2,10.279283137907711,-0.23240118398734863,10.046881953920362,0,1.7675988160126515,NaN,21.117857738707244,12.708928869353258,8.408928869353986
2022-09-12T15:49:00+09:00,12635.7,12636.8,12634,12635.7,12629.861477746148,NaN,NaN,NaN,NaN,NaN,12635.55,12632.900000000045,12629.599999999955,12611.49583333332,12599.081249999974,0,0,0,0,-84.62222222225844,139.37777777774158,83.96262241394363,166.86261459716368,NaN,NaN,NaN,1.8466666666665938,0,0,2,-2,11.420013696976275,-0.25819161401844953,11.161822082957825,0,1.7418083859815505,NaN,18.95816377603478,10.879081888017026,8.079081888017754
2022-09-12T15:50:00+09:00,12635.6,12639.8,12632.9,12639.8,12630.401182196916,NaN,NaN,NaN,NaN,NaN,12637.025000000001,12635.360000000044,12630.61666666662,12613.749999999985,12599.97916666664,0,0,0,0,-55.134020618574056,135.86597938142594,76.18031987491662,158.87653412535144,NaN,NaN,NaN,2.046666666666533,0,0,2,-2,11.390498455827064,0,11.390498455827064,0,2,NaN,16.89271180803007,11.896355904014854,4.996355904015218
2022-09-12T15:51:00+09:00,12639.8,12640.7,12635.2,12635.7,12631.980945757536,NaN,NaN,NaN,NaN,NaN,12637.849999999999,12636.220000000045,12631.491666666623,12615.908333333318,12600.862499999974,0,0,0,0,213.12499999995154,-34.87500000004846,108.4709142714186,125.87963047607263,NaN,NaN,NaN,1.8533333333332243,0,0,2,-2,10.596318517265885,-0.9214190015013815,9.674899515764505,0,1.0785809984986185,NaN,17.865181549743284,11.682590774871642,6.182590774871642
2022-09-12T15:52:00+09:00,12636.2,12636.3,12629.2,12631,NaN,NaN,NaN,12639.087243393971,12639.087243393971,12639.087243393971,12633.175,12635.580000000045,12631.983333333288,12617.858333333317,12601.677083333307,0,0,0,0,201.83146067416544,-51.168539325834566,139.88369947123078,98.95263177619341,NaN,NaN,NaN,1.6299999999998667,0,0,2,-2,9.164868127874882,-1.6836973644014062,7.481170763473476,0,0.31630263559859384,NaN,6.898727042636892,6.9993635213177186,-0.10063647868082626
2022-09-12T15:53:00+09:00,12631,12636,12630.4,12632.5,NaN,NaN,NaN,12639.087243393971,NaN,NaN,12632.475,12634.940000000044,12632.524999999956,12619.891666666654,12602.49791666664,0,0,0,0,-117.69230769230299,188.307692307697,142.18904782645188,114.55964723409951,NaN,NaN,NaN,1.5899999999998424,0,0,2,-2,9.478252259811269,-1.4313382786456783,8.046913981165591,0,0.5686617213543217,NaN,6.8846231794032064,6.242311589701785,0.6423115897014213
2022-09-12T15:54:00+09:00,12632.5,12632.5,12628.1,12630.7,NaN,NaN,NaN,12636.309435772142,NaN,NaN,12630.95,12633.940000000044,12632.749999999956,12621.829166666654,12603.343749999973,0,0,0,0,123.19999999998981,-72.80000000001019,138.01812295864164,108.02148929005371,NaN,NaN,NaN,1.6433333333331879,0,0,2,-2,9.60988721565374,-1.8304547077435696,7.779432507910171,0,0.16954529225643045,NaN,0.8153912966317876,2.607695648315712,-1.7923043516839243
2022-09-12T15:55:00+09:00,12630.6,12633.3,12626.9,12628.6,NaN,NaN,NaN,12636.309435772142,NaN,NaN,12629.85,12631.700000000044,12632.541666666622,12623.599999999986,12604.108333333306,0,1,0,0,187.78021978023912,-79.21978021976086,149.41591594708845,99.18652253646906,NaN,NaN,NaN,1.443333333333188,0,0,2,-2,8.91956662393444,-2.141403891857356,6.778162732077083,0,0,NaN,0.7846211113956088,3.5923105556976225,-2.8076894443020137
2022-09-12T15:56:00+09:00,12628.6,12632.2,12626.8,12631,NaN,NaN,NaN,12635.66043889417,NaN,NaN,12629.650000000001,12630.760000000044,12632.816666666622,12625.316666666653,12604.941666666638,0,0,0,0,-63.500000000016044,190.49999999998394,130.78638520743203,119.80615021395161,NaN,NaN,NaN,1.4999999999998181,0,0,2,-2,9.42789969963876,-1.7320194523959107,7.695880247242849,0,0.2679805476040893,NaN,-0.7846104759446462,2.3076947620284045,-3.0923052379730507
2022-09-12T15:57:00+09:00,12631.1,12632.4,12629.3,12631,NaN,NaN,NaN,12635.66043889417,NaN,NaN,12630.95,12630.760000000044,12633.108333333288,12626.883333333322,12605.74791666664,0,0,0,0,115.60416666665395,-63.395833333346054,122.33344788732342,110.85847791317086,NaN,NaN,NaN,1.5599999999998544,0,0,2,-2,10.352293253309227,-1.9018417529755383,8.450451500333688,0,0.09815824702446174,NaN,1.5989053063331085,2.349452653166736,-0.7505473468336277
2022-09-12T15:58:00+09:00,12629.9,12637.6,12628.1,12636.9,12626.898205284822,12626.898205284822,12626.898205284822,NaN,NaN,NaN,12633.125,12631.640000000045,12633.566666666624,12628.620833333322,12606.739583333307,0,0,0,0,-96.35483870966816,315.6451612903319,113.72556126288245,159.81823068226592,NaN,NaN,NaN,1.7266666666665211,0,0,2,-2,9.81563436670476,-0.6354243712689863,9.180209995435774,0,1.3645756287310138,NaN,3.641918834000535,6.570959417000267,-2.9290405829997326
2022-09-12T15:59:00+09:00,12636.8,12637.5,12634.1,12635.6,12629.789375286184,NaN,NaN,NaN,NaN,NaN,12636,12632.620000000043,12633.68333333329,12629.958333333321,12607.83541666664,0,0,0,0,127.67346938775091,-56.32653061224908,115.06056663798933,146.18524385703546,NaN,NaN,NaN,1.6966666666665333,0,0,2,-2,10.504731705320145,-0.933347242110399,9.571384463209746,0,1.066652757889601,NaN,8.235930429143991,5.817965214571814,2.4179652145721775
2022-09-12T16:00:00+09:00,12634.3,12637.6,12626.9,12634.6,12629.789375286184,NaN,NaN,NaN,NaN,NaN,12633.35,12633.820000000043,12633.591666666623,12630.883333333322,12608.891666666641,0,0,0,0,-575.3659793814483,707.6340206185517,230.4706711676308,283.13919134110694,NaN,NaN,NaN,1.7533333333332242,0,0,2,-2,8.66178038158343,-0.9368237646748656,7.724956616908564,0,1.0631762353251344,NaN,0.302226082123525,5.501113041062126,-5.198886958938601
2022-09-12T16:01:00+09:00,12635.1,12636.2,12626.1,12627.7,NaN,NaN,NaN,12639.101999816843,12639.101999816843,12639.101999816843,12631.275000000001,12633.160000000044,12632.924999999957,12631.26249999999,12609.768749999974,0,0,0,0,933.1709401709157,-147.82905982908423,434.99826455086236,283.5501453341191,NaN,NaN,NaN,1.396666666666594,0,0,2,-2,6.847334161738267,-1.798289779850454,5.049044381887813,0,0.20171022014954598,NaN,-0.6409490724636271,4.729525463768368,-5.370474536231995
2022-09-12T16:02:00+09:00,12627.8,12637.4,12625.6,12635.7,NaN,NaN,NaN,12639.101999816843,NaN,NaN,12631.625,12634.100000000044,12632.58333333329,12631.59999999999,12610.831249999974,0,0,0,0,-166.41428571422477,892.5857142857752,418.9841681875109,435.91177607028624,NaN,NaN,NaN,1.5966666666666545,0,0,2,-2,7.061043252057392,-0.6140037610484688,6.447039491008923,0,1.3859962389515312,NaN,-1.1493849192556809,5.325307540371796,-6.474692459627477
2022-09-12T16:03:00+09:00,12636,12637.4,12627.7,12631.8,NaN,NaN,NaN,12639.101999816843,NaN,NaN,12633.225000000002,12633.080000000042,12632.25833333329,12631.87499999999,12611.856249999973,0,0,0,0,710.6304347826599,-300.3695652173401,487.89221074546026,440.11663104109147,NaN,NaN,NaN,1.273333333333297,0,0,2,-2,6.339730490829139,-1.052679130007278,5.287051360821861,0,0.947320869992722,NaN,1.0290986406380398,5.364549320318474,-4.335450679680434
2022-09-12T16:04:00+09:00,12631.7,12632.2,12626.8,12631.3,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12630.5,12632.220000000041,12632.28333333329,12632.133333333322,12612.852083333308,0,0,0,0,416.72727272732374,-347.27272727267626,487.32798688041345,417.956868841689,NaN,NaN,NaN,1.1833333333332727,0,0,2,-2,6.769769050721632,-1.1984148602032945,5.571354190518338,0,0.8015851397967055,NaN,-4.860772593739966,0.2696137031307444,-5.130386296870711
2022-09-12T16:05:00+09:00,12631.4,12635.1,12625.3,12629.7,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12630.375,12631.240000000043,12632.049999999954,12632.28749999999,12613.795833333308,0,0,0,0,661.1549295774199,-296.84507042258014,530.6436665884033,382.1389786870612,NaN,NaN,NaN,0.7266666666666424,0,0,2,-2,6.2538285208369375,-1.3357691986253653,4.9180593222115725,0,0.6642308013746347,NaN,-2.8235193660639197,3.488240316968586,-6.311759683032506
2022-09-12T16:06:00+09:00,12629.6,12633.9,12626.9,12631.3,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12630.425,12631.960000000041,12632.099999999955,12632.424999999988,12614.787499999975,0,0,0,0,-202.28571428577058,505.7142857142294,459.38309843974264,404.07833290519625,NaN,NaN,NaN,0.5499999999999393,0,0,2,-2,6.647500787248123,-1.176770384183498,5.470730403064625,0,0.823229615816502,NaN,-2.334445170912659,2.3327774145436706,-4.667222585456329
2022-09-12T16:07:00+09:00,12631.4,12636.6,12629.3,12631.2,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12632.125,12631.060000000041,12632.31666666662,12632.429166666656,12615.785416666642,0,0,0,0,432.206349206339,-313.7936507936611,434.77376909422657,386.99200093184623,NaN,NaN,NaN,0.2699999999999515,0,0,2,-2,6.751272799058651,-1.2101338036048526,5.541138995453799,0,0.7898661963951474,NaN,2.870475567788162,5.085237783894627,-2.2147622161064646
2022-09-12T16:08:00+09:00,12631.1,12635.4,12627.8,12632.5,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12631.7,12631.20000000004,12632.44166666662,12632.629166666653,12616.839583333307,0,0,0,0,-268.2909090909796,599.7090909090205,387.00072175703576,435.8996904328023,NaN,NaN,NaN,0.02666666666658178,0,0,2,-2,6.961273173754723,-1.0512419894068978,5.910031184347825,0,0.9487580105931022,NaN,-0.11102094189664058,3.7444895290518616,-3.855510470948502
2022-09-12T16:09:00+09:00,12634.1,12636.2,12629.3,12633.4,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12633.250000000002,12631.620000000043,12632.64166666662,12632.874999999987,12617.91458333331,0,0,0,0,447.2454545454749,-265.7545454545251,390.1186431198479,405.590326563472,NaN,NaN,NaN,0.07333333333323631,0,0,2,-2,7.243868425573835,-0.9579753533822092,6.285893072191626,0,1.042024646617791,NaN,1.690553478376387,4.295276739188921,-2.604723260812534
2022-09-12T16:10:00+09:00,12633.5,12637.7,12630.2,12631.9,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12633.325,12632.060000000041,12632.22499999995,12632.895833333323,12618.943749999975,0,0,0,0,485.5932203389382,-278.4067796610618,414.7667677653235,366.2170988705369,NaN,NaN,NaN,0.06999999999995149,0,0,2,-2,7.069333218269646,-1.1584754622119529,5.910857756057693,0,0.8415245377880471,NaN,4.091902981468593,5.795951490734296,-1.7040485092657036
2022-09-12T16:11:00+09:00,12631.5,12635.6,12630.9,12632.2,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12632.55,12632.240000000042,12631.941666666617,12632.81249999999,12619.943749999977,0,0,0,0,-331.6049382715546,458.3950617284454,400.13834155325014,379.41828266178027,NaN,NaN,NaN,0.06666666666666667,0,0,2,-2,7.695648839964811,-1.2113521322166831,6.484296707748127,0,0.7886478677833169,NaN,2.6073454126853903,3.653672706343059,-1.0463272936576686
2022-09-12T16:12:00+09:00,12631.7,12635.4,12630.1,12633.3,NaN,NaN,NaN,12638.128063906222,NaN,NaN,12632.625,12632.660000000042,12631.833333333285,12632.712499999989,12621.022916666645,0,0,0,0,-195.52702702707052,493.4729729729295,345.3284063686869,411.23225118737844,NaN,NaN,NaN,0.10333333333328483,0,0,2,-2,8.256460647454471,-1.1088531541048405,7.14760749334963,0,0.8911468458951595,NaN,1.2205817823014513,3.260290891150362,-2.0397091088489105
2022-09-12T16:13:00+09:00,12633.3,12634.1,12626.9,12629.3,NaN,NaN,NaN,12637.956734343492,NaN,NaN,12630.900000000001,12632.02000000004,12631.966666666616,12632.445833333322,12621.970833333311,0,0,0,0,440.25000000002785,-146.74999999997218,355.3563209803813,353.06518052192644,NaN,NaN,NaN,-0.15666666666675155,0,0,2,-2,7.464393585185595,-1.6817013215638161,5.7826922636217795,0,0.31829867843618387,NaN,-2.4680727580271196,2.365963620986804,-4.834036379013924
2022-09-12T16:14:00+09:00,12629.9,12632.6,12625.3,12632.1,NaN,NaN,NaN,12636.521387474795,NaN,NaN,12629.975,12631.760000000042,12631.666666666615,12632.12499999999,12622.937499999976,0,0,0,0,-298.420168067214,473.579831932786,343.6292614050131,368.6520757082783,NaN,NaN,NaN,0.053333333333224195,0,0,2,-2,7.758155317707608,-1.2494407440503503,6.508714573657258,0,0.7505592559496497,NaN,-5.672633792595661,0.813683103702715,-6.486316896298376
2022-09-12T16:15:00+09:00,12631.7,12632.7,12626.9,12631.9,NaN,NaN,NaN,12636.521387474795,NaN,NaN,12630.800000000001,12631.760000000042,12631.67499999995,12631.966666666654,12623.937499999976,0,0,0,0,-259.9999999999934,290.00000000000665,319.7901811599161,352.88578057779836,NaN,NaN,NaN,0.12666666666658177,0,0,2,-2,7.890240315378086,-1.320040204854283,6.570200110523803,0,0.679959795145717,NaN,-4.005114679368489,0.897442660316301,-4.90255733968479
2022-09-12T16:16:00+09:00,12630.2,12635.2,12624,12626.9,NaN,NaN,NaN,12636.521387474795,NaN,NaN,12629.075,12630.70000000004,12631.308333333282,12631.79583333332,12624.82708333331,0,0,0,0,434.8641975308729,-194.1358024691271,342.598915191381,309.2567122680106,NaN,NaN,NaN,-0.21666666666678794,0,0,2,-2,6.285346080732783,-1.8222221830697183,4.463123897663064,0,0.17777781693028172,NaN,-3.004384010888316,4.097807994556206,-7.102192005444522
2022-09-12T16:17:00+09:00,12627,12629.3,12623.7,12628.9,NaN,NaN,NaN,12634.396390387095,NaN,NaN,12627.225,12629.820000000042,12631.241666666616,12631.645833333321,12625.76874999998,0,0,0,0,-202.4494382022522,343.5505617977478,313.26372945196505,306.92290757299793,NaN,NaN,NaN,-0.2566666666668122,0,0,2,-2,6.909486148148152,-1.6437890433095794,5.265697104838573,0,0.3562109566904206,NaN,-8.575186295049207,-1.487593147525331,-7.087593147523876
2022-09-12T16:18:00+09:00,12627.8,12631.3,12625.7,12630.1,NaN,NaN,NaN,12634.396390387095,NaN,NaN,12628.725,12629.980000000043,12631.141666666614,12631.62083333332,12626.724999999977,0,0,0,0,-242.90909090907834,425.0909090909216,288.3412733813894,335.8814567787257,NaN,NaN,NaN,-0.2700000000001334,0,0,2,-2,7.4021948154595965,-1.5445524614935575,5.857642353966039,0,0.4554475385064425,NaN,-4.378731110042281,0.6106344449781318,-4.989365555020413
2022-09-12T16:19:00+09:00,12628.9,12630.5,12615.5,12617.5,NaN,NaN,NaN,12632.33928984774,NaN,NaN,12623.1,12627.060000000041,12629.999999999949,12631.15833333332,12627.379166666644,0,0,0,0,802.0588235294117,-106.94117647058823,410.540046900751,285.8860240031233,NaN,NaN,NaN,-0.7400000000000849,0,0,2,-2,4.499271431239266,-2.732541811642729,1.766729619596537,0,0,NaN,-11.610340951465332,1.694829524267334,-13.305170475732666
