timejst,open,high,low,close,volume,fee
2018-09-06 05:00:00+00:00,718000,718000,718000,718000,1,0
2018-09-06 05:15:00+00:00,717808,717808,717808,717808,0.18,0
2018-09-06 05:30:00+00:00,717493,717493,710000,710000,1.25,0
2018-09-06 05:45:00+00:00,708348,710242,708348,710242,0.14,0
2018-09-06 06:00:00+00:00,712000,712000,710562,710562,1.61,0
2018-09-06 06:15:00+00:00,710900,715000,710900,715000,0.7,0
2018-09-06 06:30:00+00:00,715000,715000,715000,715000,1,0
2018-09-06 06:45:00+00:00,714500,714500,714500,714500,0.2,0
2018-09-06 07:00:00+00:00,713298,713298,710256,710256,2.03,0
2018-09-06 07:15:00+00:00,713455,713455,713455,713455,0.01,0
2018-09-06 08:45:00+00:00,717590,718133,714884,717777,0.71,0
2018-09-06 09:00:00+00:00,715783,715783,712783,714678,0.04,0
2018-09-06 09:15:00+00:00,715084,715084,712857,714808,0.33,0
2018-09-06 09:30:00+00:00,712745,712745,703500,708836,4.34,0
2018-09-06 09:45:00+00:00,710667,710677,707596,710515,0.44,0
2018-09-06 10:00:00+00:00,712795,712954,711320,712954,0.12,0
2018-09-06 10:15:00+00:00,709346,710239,709346,710239,0.3,0
2018-09-06 10:45:00+00:00,709970,709970,707100,707100,1.33,0
2018-09-06 11:00:00+00:00,710000,711468,710000,711467,2.12,0
2018-09-06 11:15:00+00:00,712500,715451,712500,713400,1.82,0
2018-09-06 11:30:00+00:00,713275,715515,713019,715515,2.48,0
2018-09-06 11:45:00+00:00,715515,716587,713813,713813,1.97,0
2018-09-06 12:00:00+00:00,713170,714130,712000,712000,1.28,0
2018-09-06 12:15:00+00:00,713387,713387,711700,711897,1.6,0
2018-09-06 12:30:00+00:00,711975,714797,711975,714492,1.8,0
2018-09-06 12:45:00+00:00,712589,712589,711502,711502,0.5,0
2018-09-06 13:00:00+00:00,712937,714999,712011,714908,1.48,0
2018-09-06 13:15:00+00:00,712618,714999,711195,714999,1.48,0
2018-09-06 13:30:00+00:00,714999,725774,714518,721819,16.83,0
2018-09-06 13:45:00+00:00,719420,721200,718813,721200,5.32,0
2018-09-06 14:00:00+00:00,721485,724446,719414,719414,2.56,0
2018-09-06 14:15:00+00:00,721000,721837,720334,720334,1.41,0
2018-09-06 14:30:00+00:00,719071,720158,716074,716623,1.51,0
2018-09-06 14:45:00+00:00,720222,720222,718318,718318,0.06,0
2018-09-06 15:00:00+00:00,717564,717564,713750,714500,5.23,0
2018-09-06 15:15:00+00:00,714500,714500,712500,712500,1.17,0
2018-09-06 15:30:00+00:00,711500,712630,711500,712630,0.99,0
2018-09-06 15:45:00+00:00,713420,713525,711245,711245,0.54,0
2018-09-06 16:15:00+00:00,713900,715459,713900,715459,0.6,0
2018-09-06 16:30:00+00:00,712510,712510,711423,711423,1,0
2018-09-06 17:00:00+00:00,712500,712500,711413,711413,0.5,0
2018-09-06 17:15:00+00:00,711000,711000,711000,711000,0.3,0
2018-09-06 17:30:00+00:00,711000,711000,711000,711000,0.01,0
2018-09-06 17:45:00+00:00,713645,713645,709300,709300,1.99,0
2018-09-06 18:00:00+00:00,715400,715500,712900,714653,0.92,0
2018-09-06 18:15:00+00:00,714484,714484,714484,714484,0.7,0
2018-09-06 18:45:00+00:00,713436,713436,713436,713436,0.1,0
2018-09-06 19:00:00+00:00,712259,713000,712259,713000,0.02,0
2018-09-06 19:15:00+00:00,713304,713304,713304,713304,0.02,0
2018-09-06 19:30:00+00:00,714000,715500,714000,715500,0.04,0
2018-09-06 19:45:00+00:00,715500,718660,714015,714620,4.52,0
2018-09-06 20:15:00+00:00,713729,714816,713111,713111,1.4,0
2018-09-06 20:45:00+00:00,715000,715090,715000,715090,1,0
2018-09-06 21:00:00+00:00,716437,716437,713417,713417,0.04,0
2018-09-06 21:15:00+00:00,715500,715500,714817,714817,0.04,0
2018-09-06 21:45:00+00:00,711800,711800,711800,711800,0.05,0
2018-09-06 22:00:00+00:00,714331,715418,714331,715418,0.2,0
2018-09-06 22:30:00+00:00,713000,713000,713000,713000,0.03,0
2018-09-06 22:45:00+00:00,715000,715000,714128,714128,4,0
2018-09-06 23:00:00+00:00,715700,720000,715700,720000,4.3,0
2018-09-06 23:30:00+00:00,719030,719030,719030,719030,0.01,0
2018-09-06 23:45:00+00:00,720000,722075,718000,718000,5.48,0
2018-09-07 00:00:00+00:00,718000,718000,714612,715000,4.24,0
2018-09-07 00:15:00+00:00,715000,715847,715000,715847,0.82,0
2018-09-07 00:30:00+00:00,717999,717999,717999,717999,0.05,0
2018-09-07 00:45:00+00:00,716559,717500,716559,717500,1,0
2018-09-07 01:00:00+00:00,717500,718000,717500,718000,1.86,0
2018-09-07 01:15:00+00:00,718100,718100,718100,718100,0.7,0
2018-09-07 01:45:00+00:00,719500,720000,719500,720000,4.2,0
2018-09-07 02:00:00+00:00,722112,724612,720868,720868,14.61,0
2018-09-07 02:15:00+00:00,718321,723177,718321,719435,7.09,0
2018-09-07 02:30:00+00:00,721300,721300,721000,721000,0.14,0
2018-09-07 02:45:00+00:00,720000,720000,718500,718500,2.61,0
2018-09-07 03:00:00+00:00,720441,721412,720100,720100,0.26,0
2018-09-07 03:15:00+00:00,720100,721056,719969,721056,0.25,0
2018-09-07 03:30:00+00:00,721056,721165,720078,721165,0.8,0
2018-09-07 03:45:00+00:00,719524,720611,719524,719902,1.01,0
2018-09-07 04:00:00+00:00,718500,719018,717000,719018,1.21,0
2018-09-07 04:15:00+00:00,717628,717628,717628,717628,0.1,0
2018-09-07 04:30:00+00:00,718946,720033,718946,720033,0.5,0
2018-09-07 04:45:00+00:00,719038,719038,719038,719038,0.01,0
2018-09-07 05:45:00+00:00,720515,720515,720515,720515,0.12,0
2018-09-07 06:00:00+00:00,722000,723189,719038,719038,1.36,0
2018-09-07 06:15:00+00:00,719038,719038,719038,719038,0.1,0
2018-09-07 06:30:00+00:00,719000,719000,719000,719000,1.04,0
2018-09-07 06:45:00+00:00,718600,718600,715561,715561,2.64,0
2018-09-07 07:00:00+00:00,717000,719031,717000,719031,2.01,0
2018-09-07 07:15:00+00:00,719031,719031,719031,719031,1,0
2018-09-07 07:30:00+00:00,718325,718325,718325,718325,0.05,0
2018-09-07 07:45:00+00:00,720455,720455,719323,720410,0.36,0
2018-09-07 08:00:00+00:00,716000,716024,713818,713818,4.4,0
2018-09-07 08:15:00+00:00,714148,717010,712908,712908,6.24,0
2018-09-07 08:30:00+00:00,716422,717509,716422,717509,1.2,0
2018-09-07 08:45:00+00:00,715065,715065,715065,715065,0.02,0
2018-09-07 09:15:00+00:00,715000,715000,715000,715000,0.37,0
2018-09-07 09:30:00+00:00,717157,717157,717157,717157,0.05,0
2018-09-07 09:45:00+00:00,716655,717157,715614,715614,0.71,0
2018-09-07 10:00:00+00:00,714500,714500,708330,711644,1.49,0
2018-09-07 10:15:00+00:00,710000,711288,700392,705582,16.07,0
2018-09-07 10:30:00+00:00,704722,707937,702052,707937,8.22,0
2018-09-07 10:45:00+00:00,709072,709072,705013,705013,1.12,0
2018-09-07 11:00:00+00:00,705661,708613,704623,704843,2.32,0
2018-09-07 11:15:00+00:00,707572,708626,707126,708626,0.99,0
2018-09-07 11:30:00+00:00,710361,710361,705734,709140,3.31,0
2018-09-07 11:45:00+00:00,708591,708591,706148,706148,1.1,0
2018-09-07 12:00:00+00:00,708198,710294,708198,710294,0.84,0
2018-09-07 12:15:00+00:00,711295,714075,710300,713578,3.14,0
2018-09-07 12:30:00+00:00,714000,715585,713179,713179,1.95,0
2018-09-07 12:45:00+00:00,714047,714047,713000,713288,0.48,0
2018-09-07 13:00:00+00:00,714000,716000,714000,716000,1.34,0
2018-09-07 13:15:00+00:00,714889,716000,713802,715300,1.36,0
2018-09-07 13:45:00+00:00,715207,716000,714120,716000,0.56,0
2018-09-07 14:15:00+00:00,716000,721007,716000,717423,4.32,0
2018-09-07 14:30:00+00:00,720160,721247,715521,716500,1.95,0
2018-09-07 14:45:00+00:00,716500,716800,713000,713000,2.05,0
2018-09-07 15:00:00+00:00,713809,715961,713000,713950,0.62,0
2018-09-07 15:15:00+00:00,713000,714368,713000,714000,3.27,0
2018-09-07 15:30:00+00:00,715000,715000,714000,714000,0.88,0
2018-09-07 15:45:00+00:00,714000,714000,708195,711968,1.98,0
2018-09-07 16:00:00+00:00,707644,720622,707608,720622,6.76,0
2018-09-07 16:15:00+00:00,719077,720164,716110,716110,6.29,0
2018-09-07 16:30:00+00:00,717542,717542,717542,717542,0.05,0
2018-09-07 17:00:00+00:00,715856,716943,715856,716415,0.23,0
2018-09-07 17:15:00+00:00,715335,715335,711000,711000,0.21,0
2018-09-07 17:30:00+00:00,710750,710750,710500,710500,0.23,0
2018-09-07 20:45:00+00:00,714940,716290,714940,716290,0.14,0
2018-09-07 21:45:00+00:00,710737,710737,710737,710737,0.06,0
2018-09-07 22:00:00+00:00,711418,711418,711418,711418,0.01,0
2018-09-07 22:15:00+00:00,712000,712000,711999,712000,0.75,0
2018-09-07 22:30:00+00:00,712658,714980,712658,714980,0.16,0
2018-09-07 22:45:00+00:00,713051,713051,712000,712000,1.36,0
2018-09-07 23:00:00+00:00,711500,711500,711500,711500,2,0
2018-09-07 23:30:00+00:00,712000,712000,712000,712000,0.01,0
2018-09-07 23:45:00+00:00,712987,712987,710000,710000,0.15,0
2018-09-08 00:00:00+00:00,713000,715172,713000,713696,0.12,0
2018-09-08 00:30:00+00:00,713135,713135,712947,712947,0.61,0
2018-09-08 00:45:00+00:00,714108,714108,713021,713021,0.11,0
2018-09-08 01:00:00+00:00,714282,714282,712828,712828,0.04,0
2018-09-08 01:15:00+00:00,714865,714865,714865,714865,0.01,0
2018-09-08 01:45:00+00:00,713915,713915,713915,713915,0.6,0
2018-09-08 02:15:00+00:00,714200,715000,714200,715000,0.61,0
2018-09-08 02:30:00+00:00,715000,715000,715000,715000,1.09,0
2018-09-08 03:15:00+00:00,714800,714800,714800,714800,0.14,0
2018-09-08 04:15:00+00:00,713790,713790,713790,713790,0.01,0
2018-09-08 04:30:00+00:00,713790,714797,713790,714797,0.06,0
2018-09-08 05:00:00+00:00,714311,714500,714311,714500,2,0
2018-09-08 05:15:00+00:00,714000,714054,714000,714000,2.07,0
2018-09-08 05:30:00+00:00,714900,714998,714900,714998,0.95,0
2018-09-08 06:00:00+00:00,714355,715578,714355,715578,0.12,0
2018-09-08 06:15:00+00:00,715800,716000,715800,716000,2.05,0
2018-09-08 06:30:00+00:00,716800,718257,714874,714874,0.33,0
2018-09-08 06:45:00+00:00,714005,714005,714005,714005,0.04,0
2018-09-08 07:15:00+00:00,715750,716837,715750,716837,0.05,0
2018-09-08 07:30:00+00:00,714005,714005,713385,713385,3.97,0
2018-09-08 08:00:00+00:00,714085,715285,714085,715285,0.05,0
2018-09-08 08:15:00+00:00,715150,718050,714608,714608,3.01,0
2018-09-08 08:30:00+00:00,715710,715710,715710,715710,0.02,0
2018-09-08 08:45:00+00:00,719060,720147,718783,718783,0.21,0
2018-09-08 09:00:00+00:00,714340,716500,714340,716500,0.58,0
2018-09-08 09:45:00+00:00,716500,719195,715763,715763,2.45,0
2018-09-08 10:15:00+00:00,716000,716000,716000,716000,0.15,0
2018-09-08 10:30:00+00:00,715421,718603,715130,715130,0.94,0
2018-09-08 10:45:00+00:00,717330,717330,717330,717330,0.01,0
2018-09-08 11:15:00+00:00,716630,716630,715000,715000,1.06,0
2018-09-08 11:30:00+00:00,717191,717191,717191,717191,0.5,0
2018-09-08 11:45:00+00:00,715000,715000,714500,714500,1.03,0
2018-09-08 12:00:00+00:00,714500,714500,709523,710000,5.95,0
2018-09-08 12:15:00+00:00,712248,712248,712248,712248,0.04,0
2018-09-08 12:30:00+00:00,713000,713000,713000,713000,0.01,0
2018-09-08 12:45:00+00:00,713000,714337,713000,713000,0.23,0
2018-09-08 13:00:00+00:00,711000,711000,711000,711000,0.21,0
2018-09-08 13:15:00+00:00,713461,713461,713461,713461,0.01,0
2018-09-08 13:45:00+00:00,714019,715047,713960,715047,2.05,0
2018-09-08 14:00:00+00:00,712448,714025,710834,714025,2.06,0
2018-09-08 14:30:00+00:00,712212,713415,712212,713415,0.11,0
2018-09-08 14:45:00+00:00,712126,712126,712126,712126,0.01,0
2018-09-08 15:15:00+00:00,712734,712734,712734,712734,0.5,0
2018-09-08 16:30:00+00:00,714201,714201,714201,714201,0.03,0
2018-09-08 16:45:00+00:00,711500,711500,710000,710000,1.05,0
2018-09-08 17:00:00+00:00,710723,711810,710723,711810,0.05,0
2018-09-08 17:15:00+00:00,709609,711031,709507,709507,1.08,0
2018-09-08 17:45:00+00:00,704980,704980,695000,695000,7.63,0
2018-09-08 18:00:00+00:00,691920,691920,690000,690000,0.93,0
2018-09-08 18:15:00+00:00,688443,691627,680515,684961,33.02,0
2018-09-08 18:30:00+00:00,685128,687500,684041,687500,0.94,0
2018-09-08 18:45:00+00:00,689999,692799,685700,691981,2.32,0
2018-09-08 19:00:00+00:00,690599,691686,690356,690373,2.02,0
2018-09-08 19:15:00+00:00,692465,692465,689900,690500,0.29,0
2018-09-08 19:45:00+00:00,689000,689000,686061,687069,0.47,0
2018-09-08 20:00:00+00:00,689852,689852,688500,688500,0.04,0
2018-09-08 20:15:00+00:00,688048,689263,683981,683981,10.59,0
2018-09-08 20:30:00+00:00,686138,687200,683479,683479,8.07,0
2018-09-08 20:45:00+00:00,688687,688687,688687,688687,0.2,0
2018-09-08 21:00:00+00:00,688502,689868,688502,689129,0.77,0
2018-09-08 21:15:00+00:00,687843,688766,687525,688612,1.04,0
2018-09-08 21:30:00+00:00,689000,689000,689000,689000,0.1,0
2018-09-08 22:15:00+00:00,689300,689300,689300,689300,0.15,0
2018-09-08 22:30:00+00:00,691000,691000,690669,690669,0.13,0
2018-09-08 22:45:00+00:00,689000,690661,688000,690661,3.15,0
2018-09-08 23:00:00+00:00,689536,689536,687833,687833,0.1,0
2018-09-08 23:15:00+00:00,690158,691245,690158,691245,0.05,0
2018-09-08 23:30:00+00:00,690358,690358,690358,690358,0.03,0
2018-09-08 23:45:00+00:00,691641,691641,688413,688413,0.6,0
2018-09-09 00:00:00+00:00,689300,689300,688705,688705,0.19,0
2018-09-09 00:15:00+00:00,688700,690975,688700,690975,0.86,0
2018-09-09 00:30:00+00:00,690000,690845,687287,689600,3.24,0
2018-09-09 00:45:00+00:00,687090,690571,687090,690486,6.01,0
2018-09-09 01:00:00+00:00,689345,690646,689345,690100,3.56,0
2018-09-09 01:15:00+00:00,690600,690600,689500,689703,0.12,0
2018-09-09 01:45:00+00:00,690883,691970,689947,689947,0.03,0
2018-09-09 02:00:00+00:00,690373,691000,689286,691000,0.1,0
2018-09-09 02:15:00+00:00,689260,691000,687872,690521,3.4,0
2018-09-09 02:45:00+00:00,688000,688500,685503,688500,4.99,0
2018-09-09 03:00:00+00:00,686862,687580,685775,687580,1.6,0
2018-09-09 03:15:00+00:00,685900,685900,685900,685900,0.1,0
2018-09-09 03:30:00+00:00,688030,688030,686943,686943,0.1,0
2018-09-09 03:45:00+00:00,688228,689315,688145,689310,8,0
2018-09-09 04:15:00+00:00,690500,690500,688738,688738,0.08,0
2018-09-09 04:45:00+00:00,686661,690000,686661,690000,1.29,0
2018-09-09 05:15:00+00:00,688691,688691,687604,687604,1.5,0
2018-09-09 06:00:00+00:00,688464,689450,688464,689450,0.04,0
2018-09-09 06:30:00+00:00,689450,689450,689450,689450,0.09,0
2018-09-09 07:15:00+00:00,688712,688712,688712,688712,0.1,0
2018-09-09 07:45:00+00:00,689012,689012,689012,689012,0.02,0
2018-09-09 08:30:00+00:00,688100,688800,688100,688800,0.2,0
2018-09-09 08:45:00+00:00,689400,689400,689400,689400,0.01,0
2018-09-09 09:15:00+00:00,688728,689950,688728,689950,3.15,0
2018-09-09 09:30:00+00:00,697500,714503,697500,712172,21.29,0
2018-09-09 09:45:00+00:00,711500,711600,708568,710000,2.46,0
2018-09-09 10:00:00+00:00,710400,710965,710400,710500,0.06,0
2018-09-09 10:15:00+00:00,709958,709958,705972,705972,10.1,0
2018-09-09 10:30:00+00:00,706810,709000,706810,707717,0.47,0
2018-09-09 10:45:00+00:00,707338,708250,706251,708250,1.01,0
2018-09-09 11:00:00+00:00,709000,709000,709000,709000,0.45,0
2018-09-09 11:15:00+00:00,708300,708300,708300,708300,0.35,0
2018-09-09 11:30:00+00:00,708887,708887,707039,708887,0.04,0
2018-09-09 11:45:00+00:00,708000,709000,708000,709000,0.04,0
2018-09-09 12:00:00+00:00,709000,709300,708000,708000,0.49,0
2018-09-09 12:15:00+00:00,709300,711863,708000,711863,3.06,0
2018-09-09 12:30:00+00:00,711863,712500,709124,711905,1.43,0
2018-09-09 13:00:00+00:00,710095,712500,709016,711000,1.63,0
2018-09-09 13:15:00+00:00,711000,711000,711000,711000,1.55,0
2018-09-09 13:45:00+00:00,712500,712538,711212,711212,1.5,0
2018-09-09 14:00:00+00:00,711525,711525,711525,711525,0.01,0
2018-09-09 14:15:00+00:00,713443,713443,711000,711000,1.7,0
2018-09-09 14:30:00+00:00,709548,709548,708497,708497,0.06,0
2018-09-09 14:45:00+00:00,710889,710889,708000,708000,1.63,0
2018-09-09 15:15:00+00:00,708000,709336,708000,709336,1.33,0
2018-09-09 15:30:00+00:00,708000,709000,707112,709000,1.14,0
2018-09-09 16:00:00+00:00,707800,707800,707800,707800,0.6,0
2018-09-09 18:00:00+00:00,709000,709000,709000,709000,1.31,0
2018-09-09 18:15:00+00:00,709230,711383,708216,708216,0.05,0
2018-09-09 18:45:00+00:00,708736,708736,708736,708736,0.04,0
2018-09-09 19:00:00+00:00,708216,708216,708216,708216,1,0
2018-09-09 19:15:00+00:00,710724,710724,707224,707224,0.06,0
2018-09-09 20:30:00+00:00,707935,707935,707873,707873,4,0
2018-09-09 21:15:00+00:00,708230,708230,708230,708230,0.04,0
2018-09-09 21:45:00+00:00,708000,708000,708000,708000,2,0
2018-09-09 22:00:00+00:00,707224,707224,697000,698744,5.48,0
2018-09-09 22:15:00+00:00,701235,701235,690913,693527,1.33,0
2018-09-09 22:30:00+00:00,691549,694998,691549,694998,0.79,0
2018-09-09 22:45:00+00:00,697020,697020,693033,695595,3.33,0
2018-09-09 23:00:00+00:00,692962,693990,692903,692903,4,0
2018-09-09 23:15:00+00:00,695400,695400,695400,695400,0.03,0
2018-09-09 23:30:00+00:00,696107,697796,695500,695500,0.91,0
2018-09-09 23:45:00+00:00,695500,695500,691060,691060,2.3,0
2018-09-10 00:00:00+00:00,695000,695000,692590,693790,2.91,0
2018-09-10 00:30:00+00:00,694190,695000,693103,694000,0.22,0
2018-09-10 00:45:00+00:00,694750,694750,694600,694600,0.1,0
2018-09-10 01:15:00+00:00,694939,697181,694927,697181,0.3,0
2018-09-10 01:30:00+00:00,697181,704726,697181,704726,4.66,0
2018-09-10 01:45:00+00:00,700540,704542,700540,703000,4.66,0
2018-09-10 02:00:00+00:00,703000,703700,701752,703600,0.56,0
2018-09-10 02:15:00+00:00,701000,701000,700108,700108,0.1,0
2018-09-10 02:30:00+00:00,701924,702000,701924,702000,0.04,0
2018-09-10 02:45:00+00:00,702288,703375,701435,701517,1.2,0
2018-09-10 03:00:00+00:00,701135,701135,700000,700000,0.97,0
2018-09-10 03:15:00+00:00,699405,699405,697803,697803,1.44,0
2018-09-10 03:30:00+00:00,699525,700930,698763,698763,0.34,0
2018-09-10 03:45:00+00:00,701257,701715,698965,699230,0.79,0
2018-09-10 04:00:00+00:00,699993,700000,699993,700000,0.5,0
2018-09-10 05:00:00+00:00,699799,699799,699799,699799,0.01,0
2018-09-10 05:15:00+00:00,697213,699567,697213,697707,1.05,0
2018-09-10 05:45:00+00:00,698700,698700,698700,698700,0.02,0
2018-09-10 06:15:00+00:00,698621,698621,698621,698621,0.05,0
2018-09-10 06:30:00+00:00,699056,700177,698282,698282,0.27,0
2018-09-10 06:45:00+00:00,701800,701800,701800,701800,2,0
2018-09-10 07:00:00+00:00,702998,703273,700825,702900,0.62,0
2018-09-10 07:15:00+00:00,703229,703247,700843,703247,0.29,0
2018-09-10 07:30:00+00:00,701275,702362,699848,699848,0.41,0
2018-09-10 08:00:00+00:00,701162,701162,701162,701162,0.01,0
2018-09-10 08:15:00+00:00,701624,701624,701624,701624,0.01,0
2018-09-10 08:30:00+00:00,701723,701723,699697,699697,0.03,0
2018-09-10 08:45:00+00:00,700449,701195,698124,699078,1.1,0
2018-09-10 09:00:00+00:00,697544,697544,694126,697471,1.34,0
2018-09-10 09:15:00+00:00,697562,699667,697350,697350,2.55,0
2018-09-10 09:30:00+00:00,698438,700146,697369,700146,0.96,0
2018-09-10 10:00:00+00:00,698600,698600,698580,698580,0.02,0
2018-09-10 10:15:00+00:00,698936,699185,697943,697943,0.23,0
2018-09-10 10:30:00+00:00,696250,696859,696071,696071,1.32,0
2018-09-10 10:45:00+00:00,700200,701322,697453,697453,4,0
2018-09-10 11:15:00+00:00,698050,698050,698050,698050,0.01,0
2018-09-10 11:30:00+00:00,699550,701000,699550,701000,1.5,0
2018-09-10 11:45:00+00:00,701000,702051,700500,702051,1.6,0
2018-09-10 12:00:00+00:00,699700,699700,699700,699700,1,0
2018-09-10 12:30:00+00:00,700049,700049,700049,700049,0.01,0
2018-09-10 12:45:00+00:00,700103,700103,700103,700103,0.01,0
2018-09-10 13:00:00+00:00,697855,697855,697855,697855,0.4,0
2018-09-10 13:30:00+00:00,697500,697500,697500,697500,1.05,0
2018-09-10 13:45:00+00:00,698500,700000,698500,700000,1.33,0
2018-09-10 14:00:00+00:00,700241,703898,700241,700695,0.65,0
2018-09-10 14:15:00+00:00,701350,702437,701350,702437,0.4,0
2018-09-10 14:30:00+00:00,700900,700900,699942,699942,0.51,0
2018-09-10 15:00:00+00:00,700408,700510,698682,700300,1.06,0
2018-09-10 15:15:00+00:00,699100,699500,699100,699500,1.38,0
2018-09-10 15:30:00+00:00,699000,700358,696898,698500,1.22,0
2018-09-10 15:45:00+00:00,699500,699781,699048,699048,1.6,0
2018-09-10 16:00:00+00:00,700281,700281,697600,697600,0.58,0
2018-09-10 16:15:00+00:00,698600,699397,698254,698254,1.05,0
2018-09-10 16:30:00+00:00,698920,699219,698871,699155,2.01,0
2018-09-10 16:45:00+00:00,696011,696011,693011,693011,1.5,0
2018-09-10 17:15:00+00:00,696831,698920,696831,698920,1,0
2018-09-10 18:00:00+00:00,696278,696501,693931,695231,0.95,0
