timejst,timestamp,open,high,low,close,volume
2021-11-02 09:35:00+09:00,1635813300.0,35831.3,35833.8,35828.3,35829.9,0
2021-11-02 09:40:00+09:00,1635813600.0,35828.9,35833.9,35827.9,35831.0,0
2021-11-02 09:45:00+09:00,1635813900.0,35832.0,35833.5,35830.5,35832.0,0
2021-11-02 09:50:00+09:00,1635814200.0,35832.0,35834.6,35825.0,35827.0,0
2021-11-02 09:55:00+09:00,1635814500.0,35826.5,35830.4,35822.8,35824.8,0
2021-11-02 10:00:00+09:00,1635814800.0,35824.3,35827.8,35816.2,35822.1,0
2021-11-02 10:05:00+09:00,1635815100.0,35820.6,35835.6,35820.1,35833.1,0
2021-11-02 10:10:00+09:00,1635815400.0,35833.6,35839.3,35830.2,35837.8,0
2021-11-02 10:15:00+09:00,1635815700.0,35838.3,35838.3,35829.2,35830.6,0
2021-11-02 10:20:00+09:00,1635816000.0,35831.1,35834.6,35828.7,35832.7,0
2021-11-02 10:25:00+09:00,1635816300.0,35832.2,35837.3,35831.2,35834.8,0
2021-11-02 10:30:00+09:00,1635816600.0,35833.8,35842.8,35833.3,35837.8,0
2021-11-02 10:35:00+09:00,1635816900.0,35837.8,35865.7,35835.4,35862.6,0
2021-11-02 10:40:00+09:00,1635817200.0,35864.1,35870.5,35860.0,35862.5,0
2021-11-02 10:45:00+09:00,1635817500.0,35861.5,35865.2,35858.7,35860.3,0
2021-11-02 10:50:00+09:00,1635817800.0,35860.8,35868.8,35858.3,35860.3,0
2021-11-02 10:55:00+09:00,1635818100.0,35859.8,35859.8,35849.6,35851.6,0
2021-11-02 11:00:00+09:00,1635818400.0,35850.6,35852.05,35833.6,35835.6,0
2021-11-02 11:05:00+09:00,1635818700.0,35835.1,35846.6,35831.1,35846.1,0
2021-11-02 11:10:00+09:00,1635819000.0,35847.1,35849.1,35840.6,35843.05,0
2021-11-02 11:15:00+09:00,1635819300.0,35842.55,35856.55,35842.55,35852.6,0
2021-11-02 11:20:00+09:00,1635819600.0,35853.1,35857.6,35850.6,35853.1,0
2021-11-02 11:25:00+09:00,1635819900.0,35852.6,35852.6,35841.6,35846.1,0
2021-11-02 11:30:00+09:00,1635820200.0,35847.1,35852.05,35839.1,35851.05,0
2021-11-02 11:35:00+09:00,1635820500.0,35851.05,35857.1,35851.05,35854.6,0
2021-11-02 11:40:00+09:00,1635820800.0,35854.1,35858.1,35850.6,35857.6,0
2021-11-02 11:45:00+09:00,1635821100.0,35858.1,35867.6,35856.1,35865.6,0
2021-11-02 11:50:00+09:00,1635821400.0,35866.1,35875.05,35864.1,35875.05,0
2021-11-02 11:55:00+09:00,1635821700.0,35874.55,35877.1,35871.05,35876.1,0
2021-11-02 12:00:00+09:00,1635822000.0,35875.6,35879.1,35864.05,35866.05,0
2021-11-02 12:05:00+09:00,1635822300.0,35867.05,35872.05,35864.6,35866.1,0
2021-11-02 12:10:00+09:00,1635822600.0,35865.6,35876.6,35865.6,35876.6,0
2021-11-02 12:15:00+09:00,1635822900.0,35876.1,35890.6,35876.1,35886.6,0
2021-11-02 12:20:00+09:00,1635823200.0,35886.6,35887.1,35864.05,35872.55,0
2021-11-02 12:25:00+09:00,1635823500.0,35872.6,35873.1,35859.1,35866.55,0
2021-11-02 12:30:00+09:00,1635823800.0,35866.05,35876.1,35863.6,35876.05,0
2021-11-02 12:35:00+09:00,1635824100.0,35876.05,35884.1,35874.1,35884.1,0
2021-11-02 12:40:00+09:00,1635824400.0,35884.1,35884.1,35874.55,35876.1,0
2021-11-02 12:45:00+09:00,1635824700.0,35876.6,35888.55,35874.55,35886.6,0
2021-11-02 12:50:00+09:00,1635825000.0,35886.1,35905.55,35882.1,35904.55,0
2021-11-02 12:55:00+09:00,1635825300.0,35905.55,35909.55,35891.05,35894.1,0
2021-11-02 13:00:00+09:00,1635825600.0,35893.6,35904.1,35882.55,35898.1,0
2021-11-02 13:05:00+09:00,1635825900.0,35898.1,35909.55,35889.55,35891.05,0
2021-11-02 13:10:00+09:00,1635826200.0,35890.55,35897.6,35885.1,35888.05,0
2021-11-02 13:15:00+09:00,1635826500.0,35887.55,35894.6,35884.55,35891.6,0
2021-11-02 13:20:00+09:00,1635826800.0,35892.1,35903.6,35888.6,35897.1,0
2021-11-02 13:25:00+09:00,1635827100.0,35898.1,35909.55,35896.55,35900.1,0
2021-11-02 13:30:00+09:00,1635827400.0,35900.1,35916.55,35896.55,35912.6,0
2021-11-02 13:35:00+09:00,1635827700.0,35911.6,35917.1,35905.55,35905.55,0
2021-11-02 13:40:00+09:00,1635828000.0,35905.05,35914.6,35903.55,35911.6,0
2021-11-02 13:45:00+09:00,1635828300.0,35912.1,35914.6,35892.05,35901.05,0
2021-11-02 13:50:00+09:00,1635828600.0,35900.55,35901.55,35889.1,35891.6,0
2021-11-02 13:55:00+09:00,1635828900.0,35892.6,35897.1,35874.05,35878.05,0
2021-11-02 14:00:00+09:00,1635829200.0,35881.55,35882.1,35862.55,35876.55,0
2021-11-02 14:05:00+09:00,1635829500.0,35876.55,35901.1,35875.55,35900.05,0
2021-11-02 14:10:00+09:00,1635829800.0,35899.55,35906.6,35895.55,35903.55,0
2021-11-02 14:15:00+09:00,1635830100.0,35903.05,35913.55,35895.6,35907.55,0
2021-11-02 14:20:00+09:00,1635830400.0,35907.05,35924.6,35905.1,35918.1,0
2021-11-02 14:25:00+09:00,1635830700.0,35918.6,35919.1,35908.55,35912.05,0
2021-11-02 14:30:00+09:00,1635831000.0,35912.55,35917.1,35903.55,35906.1,0
2021-11-02 14:35:00+09:00,1635831300.0,35905.6,35909.6,35895.55,35897.1,0
2021-11-02 14:40:00+09:00,1635831600.0,35897.1,35906.05,35893.55,35903.55,0
2021-11-02 14:45:00+09:00,1635831900.0,35903.05,35912.55,35903.05,35905.1,0
2021-11-02 14:50:00+09:00,1635832200.0,35904.6,35911.1,35900.55,35908.6,0
2021-11-02 14:55:00+09:00,1635832500.0,35908.1,35913.6,35903.6,35911.6,0
2021-11-02 15:00:00+09:00,1635832800.0,35912.1,35916.1,35899.6,35899.6,0
2021-11-02 15:05:00+09:00,1635833100.0,35899.6,35900.1,35879.6,35879.6,0
2021-11-02 15:10:00+09:00,1635833400.0,35879.1,35898.1,35879.1,35895.55,0
2021-11-02 15:15:00+09:00,1635833700.0,35895.05,35901.6,35890.6,35898.6,0
2021-11-02 15:20:00+09:00,1635834000.0,35899.6,35906.6,35893.55,35905.1,0
2021-11-02 15:25:00+09:00,1635834300.0,35904.6,35910.55,35895.6,35904.6,0
2021-11-02 15:30:00+09:00,1635834600.0,35905.1,35915.6,35904.6,35913.6,0
2021-11-02 15:35:00+09:00,1635834900.0,35913.1,35917.6,35907.1,35911.6,0
2021-11-02 15:40:00+09:00,1635835200.0,35911.1,35918.6,35910.6,35913.6,0
2021-11-02 15:45:00+09:00,1635835500.0,35913.6,35919.6,35913.1,35917.6,0
2021-11-02 15:50:00+09:00,1635835800.0,35917.1,35921.6,35914.6,35917.6,0
2021-11-02 15:55:00+09:00,1635836100.0,35917.6,35935.6,35917.6,35935.6,0
2021-11-02 16:00:00+09:00,1635836400.0,35935.1,35938.6,35928.6,35929.6,0
2021-11-02 16:05:00+09:00,1635836700.0,35929.1,35929.1,35920.1,35921.55,0
2021-11-02 16:10:00+09:00,1635837000.0,35922.05,35931.6,35921.05,35926.6,0
2021-11-02 16:15:00+09:00,1635837300.0,35926.1,35930.6,35916.6,35929.6,0
2021-11-02 16:20:00+09:00,1635837600.0,35930.1,35935.1,35928.6,35932.1,0
2021-11-02 16:25:00+09:00,1635837900.0,35931.6,35931.6,35923.6,35925.1,0
2021-11-02 16:30:00+09:00,1635838200.0,35924.6,35946.6,35924.1,35944.6,0
2021-11-02 16:35:00+09:00,1635838500.0,35944.6,35951.55,35940.55,35944.6,0
2021-11-02 16:40:00+09:00,1635838800.0,35945.1,35950.55,35941.55,35941.55,0
2021-11-02 16:45:00+09:00,1635839100.0,35942.05,35946.6,35936.1,35942.55,0
2021-11-02 16:50:00+09:00,1635839400.0,35942.55,35944.1,35934.6,35942.6,0
2021-11-02 16:55:00+09:00,1635839700.0,35943.1,35943.6,35936.6,35938.6,0
2021-11-02 17:00:00+09:00,1635840000.0,35939.6,35954.55,35939.6,35954.55,0
2021-11-02 17:05:00+09:00,1635840300.0,35955.55,35957.1,35948.1,35951.6,0
2021-11-02 17:10:00+09:00,1635840600.0,35951.1,35962.6,35949.6,35960.6,0
2021-11-02 17:15:00+09:00,1635840900.0,35960.6,35960.6,35948.6,35950.6,0
2021-11-02 17:20:00+09:00,1635841200.0,35951.1,35958.6,35949.1,35956.6,0
2021-11-02 17:25:00+09:00,1635841500.0,35957.1,35959.1,35954.6,35956.1,0
2021-11-02 17:30:00+09:00,1635841800.0,35956.6,35964.1,35954.1,35962.6,0
2021-11-02 17:35:00+09:00,1635842100.0,35962.6,35971.6,35959.55,35962.55,0
2021-11-02 17:40:00+09:00,1635842400.0,35962.05,35966.1,35960.6,35961.6,0
2021-11-02 17:45:00+09:00,1635842700.0,35962.1,35964.1,35950.6,35953.1,0
2021-11-02 17:50:00+09:00,1635843000.0,35953.1,35957.1,35948.6,35951.6,0
2021-11-02 17:55:00+09:00,1635843300.0,35952.6,35963.1,35950.6,35955.55,0
2021-11-02 18:00:00+09:00,1635843600.0,35955.55,35962.05,35951.6,35952.6,0
2021-11-02 18:05:00+09:00,1635843900.0,35951.1,35954.6,35948.6,35949.6,0
2021-11-02 18:10:00+09:00,1635844200.0,35950.6,35951.6,35934.6,35941.55,0
2021-11-02 18:15:00+09:00,1635844500.0,35940.55,35945.55,35938.6,35938.6,0
2021-11-02 18:20:00+09:00,1635844800.0,35938.1,35947.1,35935.6,35938.55,0
2021-11-02 18:25:00+09:00,1635845100.0,35939.05,35946.6,35934.6,35941.05,0
2021-11-02 18:30:00+09:00,1635845400.0,35941.55,35967.55,35906.6,35921.6,0
2021-11-02 18:35:00+09:00,1635845700.0,35922.6,35940.6,35907.1,35921.1,0
2021-11-02 18:40:00+09:00,1635846000.0,35922.1,35924.6,35895.1,35915.6,0
2021-11-02 18:45:00+09:00,1635846300.0,35914.6,35924.1,35886.6,35891.6,0
2021-11-02 18:50:00+09:00,1635846600.0,35889.1,35918.6,35877.6,35910.1,0
2021-11-02 18:55:00+09:00,1635846900.0,35910.6,35926.6,35900.1,35916.1,0
2021-11-02 19:00:00+09:00,1635847200.0,35915.6,35950.3,35911.3,35949.3,0
2021-11-02 19:05:00+09:00,1635847500.0,35950.3,35965.8,35934.3,35962.8,0
2021-11-02 19:10:00+09:00,1635847800.0,35963.8,35969.3,35935.3,35940.25,0
2021-11-02 19:15:00+09:00,1635848100.0,35940.25,35960.3,35936.25,35943.8,0
2021-11-02 19:20:00+09:00,1635848400.0,35943.8,35953.25,35932.25,35935.75,0
2021-11-02 19:25:00+09:00,1635848700.0,35937.25,35951.3,35924.25,35943.3,0
2021-11-02 19:30:00+09:00,1635849000.0,35944.3,35949.75,35930.8,35946.75,0
2021-11-02 19:35:00+09:00,1635849300.0,35947.25,35972.3,35936.25,35967.25,0
2021-11-02 19:40:00+09:00,1635849600.0,35967.75,35983.3,35949.8,35951.8,0
2021-11-02 19:45:00+09:00,1635849900.0,35952.3,35977.3,35947.3,35971.8,0
2021-11-02 19:50:00+09:00,1635850200.0,35971.8,35983.25,35956.25,35958.25,0
2021-11-02 19:55:00+09:00,1635850500.0,35957.75,35988.25,35956.5,35988.25,0
2021-11-02 20:00:00+09:00,1635850800.0,35988.75,36000.8,35975.8,35976.3,0
2021-11-02 20:05:00+09:00,1635851100.0,35977.3,35999.75,35976.3,35980.75,0
2021-11-02 20:10:00+09:00,1635851400.0,35981.25,35988.25,35975.8,35979.75,0
2021-11-02 20:15:00+09:00,1635851700.0,35980.75,35986.3,35976.25,35979.3,0
2021-11-02 20:20:00+09:00,1635852000.0,35978.8,35996.3,35971.3,35989.3,0
2021-11-02 20:25:00+09:00,1635852300.0,35990.3,36016.3,35986.3,36014.75,0
2021-11-02 20:30:00+09:00,1635852600.0,36014.25,36030.3,36010.25,36028.3,0
2021-11-02 20:35:00+09:00,1635852900.0,36028.8,36036.3,36018.3,36032.25,0
2021-11-02 20:40:00+09:00,1635853200.0,36032.75,36044.75,36025.3,36042.75,0
2021-11-02 20:45:00+09:00,1635853500.0,36042.75,36057.8,36033.25,36034.8,0
2021-11-02 20:50:00+09:00,1635853800.0,36035.3,36040.75,36015.75,36025.8,0
2021-11-02 20:55:00+09:00,1635854100.0,36025.3,36025.3,36003.75,36008.8,0
2021-11-02 21:00:00+09:00,1635854400.0,36008.8,36013.3,36000.3,36002.25,0
2021-11-02 21:05:00+09:00,1635854700.0,36003.25,36004.75,35988.8,35996.8,0
2021-11-02 21:10:00+09:00,1635855000.0,35997.3,36015.25,35992.25,36011.75,0
2021-11-02 21:15:00+09:00,1635855300.0,36011.75,36042.3,36009.75,36041.8,0
2021-11-02 21:20:00+09:00,1635855600.0,36042.3,36051.25,36033.3,36034.8,0
2021-11-02 21:25:00+09:00,1635855900.0,36035.3,36043.3,36028.3,36043.3,0
2021-11-02 21:30:00+09:00,1635856200.0,36043.8,36053.25,36042.3,36049.25,0
2021-11-02 21:35:00+09:00,1635856500.0,36048.25,36070.3,36048.25,36067.3,0
2021-11-02 21:40:00+09:00,1635856800.0,36067.3,36075.3,36061.2,36074.3,0
2021-11-02 21:45:00+09:00,1635857100.0,36073.8,36085.3,36071.3,36081.3,0
2021-11-02 21:50:00+09:00,1635857400.0,36081.8,36088.3,36070.3,36072.3,0
2021-11-02 21:55:00+09:00,1635857700.0,36071.8,36073.3,36065.3,36066.3,0
2021-11-02 22:00:00+09:00,1635858000.0,36066.3,36069.3,36060.3,36061.3,0
2021-11-02 22:05:00+09:00,1635858300.0,36061.8,36066.3,36052.3,36061.3,0
2021-11-02 22:10:00+09:00,1635858600.0,36061.8,36083.3,36061.8,36078.8,0
2021-11-02 22:15:00+09:00,1635858900.0,36078.8,36079.3,36066.7,36070.3,0
2021-11-02 22:20:00+09:00,1635859200.0,36070.8,36077.3,36064.2,36076.3,0
2021-11-02 22:25:00+09:00,1635859500.0,36075.8,36076.8,36047.75,36049.3,0
2021-11-02 22:30:00+09:00,1635859800.0,36049.8,36053.3,36035.3,36036.25,0
2021-11-02 22:35:00+09:00,1635860100.0,36035.75,36053.8,36031.25,36050.3,0
2021-11-02 22:40:00+09:00,1635860400.0,36050.3,36066.3,36047.8,36065.8,0
2021-11-02 22:45:00+09:00,1635860700.0,36065.3,36066.3,36053.3,36058.3,0
2021-11-02 22:50:00+09:00,1635861000.0,36058.8,36062.3,36052.3,36061.3,0
2021-11-02 22:55:00+09:00,1635861300.0,36060.8,36063.8,36046.8,36055.3,0
2021-11-02 23:00:00+09:00,1635861600.0,36056.3,36059.3,36048.3,36057.8,0
2021-11-02 23:05:00+09:00,1635861900.0,36057.8,36059.8,36044.25,36044.25,0
2021-11-02 23:10:00+09:00,1635862200.0,36043.75,36055.25,36040.3,36051.75,0
2021-11-02 23:15:00+09:00,1635862500.0,36052.3,36064.75,36044.8,36064.75,0
2021-11-02 23:20:00+09:00,1635862800.0,36064.25,36064.25,36046.3,36047.3,0
2021-11-02 23:25:00+09:00,1635863100.0,36047.3,36060.3,36042.3,36049.8,0
2021-11-02 23:30:00+09:00,1635863400.0,36050.3,36055.25,36041.25,36051.75,0
2021-11-02 23:35:00+09:00,1635863700.0,36051.75,36070.3,36051.25,36068.8,0
2021-11-02 23:40:00+09:00,1635864000.0,36068.3,36080.3,36068.3,36076.3,0
2021-11-02 23:45:00+09:00,1635864300.0,36076.3,36081.3,36063.3,36066.3,0
2021-11-02 23:50:00+09:00,1635864600.0,36066.3,36072.3,36062.3,36067.25,0
2021-11-02 23:55:00+09:00,1635864900.0,36067.25,36070.3,36059.25,36068.3,0
2021-11-03 00:00:00+09:00,1635865200.0,36067.3,36080.3,36062.8,36067.3,0
2021-11-03 00:05:00+09:00,1635865500.0,36066.8,36068.3,36055.3,36065.3,0
2021-11-03 00:10:00+09:00,1635865800.0,36064.8,36065.3,36053.3,36059.3,0
2021-11-03 00:15:00+09:00,1635866100.0,36060.3,36068.3,36054.25,36057.25,0
2021-11-03 00:20:00+09:00,1635866400.0,36056.75,36057.3,36042.75,36048.3,0
2021-11-03 00:25:00+09:00,1635866700.0,36047.3,36061.25,36040.3,36059.25,0
2021-11-03 00:30:00+09:00,1635867000.0,36058.75,36061.25,36035.8,36042.3,0
2021-11-03 00:35:00+09:00,1635867300.0,36041.3,36048.25,36031.75,36032.25,0
2021-11-03 00:40:00+09:00,1635867600.0,36031.75,36049.8,36031.75,36045.25,0
2021-11-03 00:45:00+09:00,1635867900.0,36044.75,36054.8,36037.75,36054.3,0
2021-11-03 00:50:00+09:00,1635868200.0,36053.8,36053.8,36027.25,36037.8,0
2021-11-03 00:55:00+09:00,1635868500.0,36039.8,36060.75,36025.25,36059.25,0
2021-11-03 01:00:00+09:00,1635868800.0,36059.25,36065.3,36038.75,36042.75,0
2021-11-03 01:05:00+09:00,1635869100.0,36041.75,36045.75,36030.3,36031.8,0
2021-11-03 01:10:00+09:00,1635869400.0,36027.3,36043.8,36026.8,36035.8,0
2021-11-03 01:15:00+09:00,1635869700.0,36035.8,36040.2,36030.7,36034.2,0
2021-11-03 01:20:00+09:00,1635870000.0,36037.2,36039.7,36031.7,36031.7,0
2021-11-03 01:25:00+09:00,1635870300.0,36032.2,36035.7,36025.7,36028.7,0
2021-11-03 01:30:00+09:00,1635870600.0,36029.2,36033.8,36028.7,36032.8,0
2021-11-03 01:35:00+09:00,1635870900.0,36033.3,36040.3,36030.2,36037.7,0
2021-11-03 01:40:00+09:00,1635871200.0,36037.8,36040.7,36034.2,36040.7,0
2021-11-03 01:45:00+09:00,1635871500.0,36040.2,36044.2,36036.7,36036.7,0
2021-11-03 01:50:00+09:00,1635871800.0,36036.2,36040.7,36036.2,36037.2,0
2021-11-03 01:55:00+09:00,1635872100.0,36036.7,36042.7,36036.2,36036.2,0
2021-11-03 03:00:00+09:00,1635876000.0,36038.9,36042.1,36031.4,36033.4,0
2021-11-03 03:05:00+09:00,1635876300.0,36033.4,36035.1,36027.5,36031.6,0
2021-11-03 03:10:00+09:00,1635876600.0,36031.6,36040.8,36031.6,36035.8,0
2021-11-03 03:15:00+09:00,1635876900.0,36035.8,36037.3,36032.9,36034.9,0
2021-11-03 03:20:00+09:00,1635877200.0,36035.9,36035.9,36032.7,36035.3,0
2021-11-03 03:25:00+09:00,1635877500.0,36035.3,36035.3,36030.9,36032.4,0
2021-11-03 03:30:00+09:00,1635877800.0,36031.9,36035.4,36029.9,36033.8,0
2021-11-03 03:35:00+09:00,1635878100.0,36034.3,36037.4,36034.3,36037.4,0
2021-11-03 03:40:00+09:00,1635878400.0,36037.9,36039.8,36034.4,36039.3,0
2021-11-03 03:45:00+09:00,1635878700.0,36039.8,36041.9,36038.8,36040.4,0
2021-11-03 03:50:00+09:00,1635879000.0,36038.9,36039.9,36026.7,36029.6,0
2021-11-03 03:55:00+09:00,1635879300.0,36030.6,36031.3,36024.8,36024.8,0
2021-11-03 04:00:00+09:00,1635879600.0,36025.3,36031.4,36024.8,36029.4,0
2021-11-03 04:05:00+09:00,1635879900.0,36029.4,36031.9,36024.8,36024.8,0
2021-11-03 04:10:00+09:00,1635880200.0,36024.3,36027.2,36018.8,36021.7,0
2021-11-03 04:15:00+09:00,1635880500.0,36020.7,36023.9,36020.2,36021.3,0
2021-11-03 04:20:00+09:00,1635880800.0,36021.4,36022.3,36018.3,36020.9,0
2021-11-03 04:25:00+09:00,1635881100.0,36019.4,36033.5,36019.4,36033.5,0
2021-11-03 04:30:00+09:00,1635881400.0,36032.0,36034.0,36027.0,36028.6,0
2021-11-03 04:35:00+09:00,1635881700.0,36029.1,36029.4,36026.4,36028.4,0
2021-11-03 04:40:00+09:00,1635882000.0,36027.4,36027.4,36020.8,36023.2,0
2021-11-03 04:45:00+09:00,1635882300.0,36024.2,36025.4,36022.4,36024.4,0
2021-11-03 04:50:00+09:00,1635882600.0,36023.4,36024.4,36020.9,36021.9,0
2021-11-03 04:55:00+09:00,1635882900.0,36021.4,36025.4,36018.4,36024.8,0
2021-11-03 05:00:00+09:00,1635883200.0,36024.8,36024.8,36014.6,36017.6,0
2021-11-03 05:05:00+09:00,1635883500.0,36018.6,36018.6,36011.2,36011.7,0
2021-11-03 05:10:00+09:00,1635883800.0,36012.2,36020.7,36011.7,36018.2,0
2021-11-03 05:15:00+09:00,1635884100.0,36018.2,36023.5,36012.6,36023.5,0
2021-11-03 05:20:00+09:00,1635884400.0,36023.5,36030.5,36022.5,36023.1,0
2021-11-03 05:25:00+09:00,1635884700.0,36023.6,36026.6,36018.6,36023.0,0
2021-11-03 05:30:00+09:00,1635885000.0,36022.5,36025.1,36019.7,36020.8,0
2021-11-03 05:35:00+09:00,1635885300.0,36020.3,36023.2,36018.7,36021.6,0
2021-11-03 05:40:00+09:00,1635885600.0,36021.1,36022.3,36016.9,36018.9,0
2021-11-03 05:45:00+09:00,1635885900.0,36018.4,36020.4,36015.9,36020.4,0
2021-11-03 05:50:00+09:00,1635886200.0,36020.4,36026.9,36019.9,36025.2,0
2021-11-03 05:55:00+09:00,1635886500.0,36024.7,36027.2,36022.7,36023.3,0
2021-11-03 06:00:00+09:00,1635886800.0,36023.8,36034.6,36019.1,36027.9,0
2021-11-03 06:05:00+09:00,1635887100.0,36027.9,36027.9,36022.7,36023.7,0
2021-11-03 06:10:00+09:00,1635887400.0,36024.2,36035.6,36024.2,36035.6,0
2021-11-03 06:15:00+09:00,1635887700.0,36036.6,36039.0,36032.0,36036.1,0
2021-11-03 06:20:00+09:00,1635888000.0,36036.1,36037.2,36031.6,36035.2,0
2021-11-03 06:25:00+09:00,1635888300.0,36035.2,36039.7,36033.1,36037.1,0
2021-11-03 06:30:00+09:00,1635888600.0,36038.1,36040.7,36034.7,36038.2,0
2021-11-03 06:35:00+09:00,1635888900.0,36038.7,36052.6,36038.2,36049.6,0
2021-11-03 06:40:00+09:00,1635889200.0,36048.6,36051.1,36042.2,36042.7,0
2021-11-03 06:45:00+09:00,1635889500.0,36042.7,36044.8,36032.2,36032.2,0
2021-11-03 06:50:00+09:00,1635889800.0,36032.7,36039.6,36031.2,36037.1,0
2021-11-03 06:55:00+09:00,1635890100.0,36037.1,36038.6,36025.1,36027.1,0
2021-11-03 07:00:00+09:00,1635890400.0,36027.1,36028.2,36020.2,36021.7,0
2021-11-03 07:05:00+09:00,1635890700.0,36022.2,36023.7,36018.6,36018.6,0
2021-11-03 07:10:00+09:00,1635891000.0,36018.1,36021.3,36016.2,36019.8,0
2021-11-03 07:15:00+09:00,1635891300.0,36019.8,36023.7,36017.2,36017.7,0
2021-11-03 07:20:00+09:00,1635891600.0,36018.7,36028.7,36018.7,36028.2,0
2021-11-03 07:25:00+09:00,1635891900.0,36028.7,36028.7,36022.3,36024.8,0
2021-11-03 07:30:00+09:00,1635892200.0,36024.3,36029.2,36021.6,36022.1,0
2021-11-03 07:35:00+09:00,1635892500.0,36021.1,36021.1,36013.1,36019.2,0
2021-11-03 07:40:00+09:00,1635892800.0,36019.7,36020.2,36015.8,36018.3,0
2021-11-03 07:45:00+09:00,1635893100.0,36018.3,36020.8,36016.8,36020.2,0
2021-11-03 07:50:00+09:00,1635893400.0,36020.2,36021.3,36018.8,36019.4,0
2021-11-03 07:55:00+09:00,1635893700.0,36020.4,36020.9,36011.3,36013.3,0
2021-11-03 08:00:00+09:00,1635894000.0,36013.8,36014.2,36009.7,36012.4,0
2021-11-03 08:05:00+09:00,1635894300.0,36011.4,36015.3,36008.9,36011.8,0
2021-11-03 08:10:00+09:00,1635894600.0,36011.8,36011.8,36008.8,36010.9,0
2021-11-03 08:15:00+09:00,1635894900.0,36011.9,36013.8,36008.3,36009.3,0
2021-11-03 08:20:00+09:00,1635895200.0,36009.3,36010.9,36006.4,36007.3,0
2021-11-03 08:25:00+09:00,1635895500.0,36007.8,36009.8,36006.8,36008.4,0
2021-11-03 08:30:00+09:00,1635895800.0,36007.9,36008.9,36006.9,36007.9,0
2021-11-03 08:35:00+09:00,1635896100.0,36005.4,36005.9,36002.9,36004.8,0
2021-11-03 08:40:00+09:00,1635896400.0,36005.3,36009.4,36004.8,36009.4,0
2021-11-03 08:45:00+09:00,1635896700.0,36009.4,36009.9,36000.8,36002.8,0
2021-11-03 08:50:00+09:00,1635897000.0,36002.8,36003.3,36000.9,36001.4,0
2021-11-03 08:55:00+09:00,1635897300.0,36001.9,36007.9,36001.9,36006.4,0
2021-11-03 09:00:00+09:00,1635897600.0,36005.9,36010.4,36005.4,36009.9,0
2021-11-03 09:05:00+09:00,1635897900.0,36009.9,36011.9,36008.9,36009.9,0
2021-11-03 09:10:00+09:00,1635898200.0,36010.4,36011.9,36009.9,36010.9,0
