time,open,high,low,close,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,
2022-07-18T19:15:00+09:00,1719.06,1720.315,1718.76,1720.215,NaN,NaN,NaN,1722.0693825637911,NaN,NaN,1719.5875
2022-07-18T19:30:00+09:00,1720.215,1720.31,1714.55,1715.925,NaN,NaN,NaN,1720.7227060510327,NaN,NaN,1717.75
2022-07-18T19:45:00+09:00,1715.925,1717.25,1715.45,1716.08,NaN,NaN,NaN,1719.3801648408262,NaN,NaN,1716.17625
2022-07-18T20:00:00+09:00,1716.08,1717.04,1714.835,1716.29,NaN,NaN,NaN,1718.846731872661,NaN,NaN,1716.06125
2022-07-18T20:15:00+09:00,1716.29,1716.355,1714.57,1714.615,NaN,NaN,NaN,1718.182585498129,NaN,NaN,1715.4575
2022-07-18T20:30:00+09:00,1714.615,1714.84,1713.015,1713.805,NaN,NaN,NaN,1716.505068398503,NaN,NaN,1714.0687500000001
2022-07-18T20:45:00+09:00,1713.805,1715.88,1713.43,1715.61,NaN,NaN,NaN,1716.505068398503,NaN,NaN,1714.68125
2022-07-18T21:00:00+09:00,1715.61,1715.66,1711.89,1712.985,NaN,NaN,NaN,1716.505068398503,NaN,NaN,1714.0362499999999
2022-07-18T21:15:00+09:00,1712.985,1715.49,1712.31,1712.36,NaN,NaN,NaN,1716.505068398503,NaN,NaN,1713.2862499999999
2022-07-18T21:30:00+09:00,1712.36,1714.24,1711.535,1714.07,NaN,NaN,NaN,1715.9048360160268,NaN,NaN,1713.05125
2022-07-18T21:45:00+09:00,1714.07,1717.67,1713.73,1717.25,1712.4193311871786,1712.4193311871786,1712.4193311871786,NaN,NaN,NaN,1715.6799999999998
2022-07-18T22:00:00+09:00,1717.25,1717.335,1713.455,1715.52,1712.4193311871786,NaN,NaN,NaN,NaN,NaN,1715.8899999999999
2022-07-18T22:15:00+09:00,1715.52,1718.12,1714.78,1717.905,1712.932691959794,NaN,NaN,NaN,NaN,NaN,1716.58125
2022-07-18T22:30:00+09:00,1717.905,1721.33,1716.45,1716.905,1715.0025535678353,NaN,NaN,NaN,NaN,NaN,1718.1474999999998
2022-07-18T22:45:00+09:00,1716.905,1719.92,1715.83,1719.1,1715.0025535678353,NaN,NaN,NaN,NaN,NaN,1717.9387499999998
2022-07-18T23:00:00+09:00,1719.1,1719.735,1714.57,1715.185,1715.0025535678353,NaN,NaN,NaN,NaN,NaN,1717.1475
2022-07-18T23:15:00+09:00,1715.185,1717.905,1714.98,1715.83,1715.0025535678353,NaN,NaN,NaN,NaN,NaN,1715.975
2022-07-18T23:30:00+09:00,1715.83,1716.195,1713.13,1714.32,NaN,NaN,NaN,1718.6318276586144,1718.6318276586144,1718.6318276586144,1714.8687499999999
2022-07-18T23:45:00+09:00,1714.32,1716.68,1714.265,1714.98,NaN,NaN,NaN,1718.6318276586144,NaN,NaN,1715.0612500000002
2022-07-19T00:00:00+09:00,1714.98,1715.14,1710.305,1711.785,NaN,NaN,NaN,1716.7516097015134,NaN,NaN,1713.0525
2022-07-19T00:15:00+09:00,1711.785,1712.505,1708.975,1710.175,NaN,NaN,NaN,1714.7398877612106,NaN,NaN,1710.86
2022-07-19T00:30:00+09:00,1710.175,1711.155,1709.475,1710.71,NaN,NaN,NaN,1713.8845102089685,NaN,NaN,1710.37875
2022-07-19T00:45:00+09:00,1710.71,1711.075,1709.195,1710.57,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1710.3874999999998
2022-07-19T01:00:00+09:00,1710.57,1712.085,1710.57,1711.265,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1711.1225
2022-07-19T01:15:00+09:00,1711.265,1712.175,1710.6,1711.83,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1711.4675
2022-07-19T01:30:00+09:00,1711.83,1712.965,1711.01,1712.85,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1712.1637500000002
2022-07-19T01:45:00+09:00,1712.85,1712.905,1711.36,1712.04,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1712.28875
2022-07-19T02:00:00+09:00,1712.04,1712.735,1711.315,1712.62,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1712.1775
2022-07-19T02:15:00+09:00,1712.62,1712.85,1711.675,1712.18,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1712.33125
2022-07-19T02:30:00+09:00,1712.18,1712.58,1711.18,1711.18,NaN,NaN,NaN,1713.4042081671748,NaN,NaN,1711.7800000000002
2022-07-19T02:45:00+09:00,1711.18,1711.76,1709.76,1709.91,NaN,NaN,NaN,1712.7611600958564,NaN,NaN,1710.6525
2022-07-19T03:00:00+09:00,1709.91,1710.19,1708.955,1708.98,NaN,NaN,NaN,1711.4451280766853,NaN,NaN,1709.50875
2022-07-19T03:15:00+09:00,1708.98,1710.29,1708.69,1709.88,NaN,NaN,NaN,1711.3401024613481,NaN,NaN,1709.46
2022-07-19T03:30:00+09:00,1709.88,1711.01,1709.57,1710.08,NaN,NaN,NaN,1711.3401024613481,NaN,NaN,1710.135
2022-07-19T03:45:00+09:00,1710.08,1710.365,1707.65,1707.725,NaN,NaN,NaN,1711.042305575263,NaN,NaN,1708.955
2022-07-19T04:00:00+09:00,1707.725,1708.49,1707.49,1707.91,NaN,NaN,NaN,1709.8378444602104,NaN,NaN,1707.90375
2022-07-19T04:15:00+09:00,1707.91,1708.315,1707.49,1707.695,NaN,NaN,NaN,1709.5622755681684,NaN,NaN,1707.8525
2022-07-19T04:30:00+09:00,1707.695,1708.38,1707.17,1707.855,NaN,NaN,NaN,1709.3690204545346,NaN,NaN,1707.775
2022-07-19T04:45:00+09:00,1707.855,1707.955,1706.775,1707.555,NaN,NaN,NaN,1708.8998163636277,NaN,NaN,1707.535
2022-07-19T05:00:00+09:00,1707.555,1708.96,1706.975,1708.295,NaN,NaN,NaN,1708.8998163636277,NaN,NaN,1707.94625
2022-07-19T05:15:00+09:00,1708.295,1708.945,1708.01,1708.655,NaN,NaN,NaN,1708.8998163636277,NaN,NaN,1708.47625
2022-07-19T05:30:00+09:00,1708.655,1709.23,1708.64,1709.21,1707.5753260218225,1707.5753260218225,1707.5753260218225,NaN,NaN,NaN,1708.9337500000001
2022-07-19T05:45:00+09:00,1709.21,1709.49,1708.855,1709.28,1707.9450608174582,NaN,NaN,NaN,NaN,NaN,1709.20875
2022-07-19T07:00:00+09:00,1709.28,1710.215,1709.28,1709.595,1708.5598486539664,NaN,NaN,NaN,NaN,NaN,1709.5925
2022-07-19T07:15:00+09:00,1709.595,1709.805,1709.41,1709.74,1708.5704789231734,NaN,NaN,NaN,NaN,NaN,1709.6375
2022-07-19T07:30:00+09:00,1709.74,1709.74,1708.51,1708.61,1708.5704789231734,NaN,NaN,NaN,NaN,NaN,1709.1499999999999
2022-07-19T07:45:00+09:00,1708.61,1708.81,1708.03,1708.055,NaN,NaN,NaN,1709.4717734891692,1709.4717734891692,1709.4717734891692,1708.37625
2022-07-19T08:00:00+09:00,1708.055,1708.47,1707.77,1708.205,NaN,NaN,NaN,1709.1154187913353,NaN,NaN,1708.125
2022-07-19T08:15:00+09:00,1708.205,1708.705,1707.455,1708.705,NaN,NaN,NaN,1709.1154187913353,NaN,NaN,1708.2675
2022-07-19T08:30:00+09:00,1708.705,1709.015,1707.06,1707.1,NaN,NaN,NaN,1709.1154187913353,NaN,NaN,1707.9700000000003
2022-07-19T08:45:00+09:00,1707.1,1708.45,1707.015,1708.39,NaN,NaN,NaN,1709.0779344211637,NaN,NaN,1707.7387500000002
2022-07-19T09:00:00+09:00,1708.39,1708.47,1707.06,1707.11,NaN,NaN,NaN,1709.0779344211637,NaN,NaN,1707.7575
2022-07-19T09:15:00+09:00,1707.11,1707.11,1705.445,1706.4,NaN,NaN,NaN,1707.7530380295448,NaN,NaN,1706.5162500000001
2022-07-19T09:30:00+09:00,1706.4,1707.525,1706.005,1706.73,NaN,NaN,NaN,1707.7530380295448,NaN,NaN,1706.665
2022-07-19T09:45:00+09:00,1706.73,1708.23,1706.645,1707.775,1706.3870655788364,1706.3870655788364,1706.3870655788364,NaN,NaN,NaN,1707.3449999999998
2022-07-19T10:00:00+09:00,1707.775,1707.82,1705.675,1705.7,NaN,NaN,NaN,1708.4678514711268,1708.4678514711268,1708.4678514711268,1706.7425
2022-07-19T10:15:00+09:00,1705.7,1707.035,1705.48,1706.77,NaN,NaN,NaN,1707.9758811769018,NaN,NaN,1706.2462500000001
2022-07-19T10:30:00+09:00,1706.77,1707.46,1705.91,1707.275,NaN,NaN,NaN,1707.9758811769018,NaN,NaN,1706.8537500000002
2022-07-19T10:45:00+09:00,1707.275,1707.285,1705.74,1706.09,NaN,NaN,NaN,1707.9758811769018,NaN,NaN,1706.5975
2022-07-19T11:00:00+09:00,1706.09,1707.62,1705.865,1707.62,NaN,NaN,NaN,1707.9758811769018,NaN,NaN,1706.79875
2022-07-19T11:15:00+09:00,1707.62,1708.495,1707.15,1707.98,1706.1217430699412,1706.1217430699412,1706.1217430699412,NaN,NaN,NaN,1707.8112499999997
2022-07-19T11:30:00+09:00,1707.98,1708.245,1707.16,1707.875,1706.1217430699412,NaN,NaN,NaN,NaN,NaN,1707.815
2022-07-19T11:45:00+09:00,1707.875,1707.99,1706.685,1707.01,1706.1217430699412,NaN,NaN,NaN,NaN,NaN,1707.3899999999999
2022-07-19T12:00:00+09:00,1707.01,1708.12,1706.785,1707.85,1706.1217430699412,NaN,NaN,NaN,NaN,NaN,1707.4412499999999
2022-07-19T12:15:00+09:00,1707.85,1708.13,1707.19,1707.98,1706.215651561448,NaN,NaN,NaN,NaN,NaN,1707.7875
2022-07-19T12:30:00+09:00,1707.98,1708.74,1707.75,1708.62,1706.8717212491583,NaN,NaN,NaN,NaN,NaN,1708.2725
2022-07-19T12:45:00+09:00,1708.62,1709.66,1708.59,1709.545,1707.7909769993266,NaN,NaN,NaN,NaN,NaN,1709.10375
2022-07-19T13:00:00+09:00,1709.545,1709.66,1709.225,1709.58,1708.2795815994614,NaN,NaN,NaN,NaN,NaN,1709.5025
2022-07-19T13:15:00+09:00,1709.58,1709.935,1709.355,1709.795,1708.587065279569,NaN,NaN,NaN,NaN,NaN,1709.66625
2022-07-19T13:30:00+09:00,1709.795,1709.92,1707.59,1708.09,NaN,NaN,NaN,1710.113947776345,1710.113947776345,1710.113947776345,1708.84875
2022-07-19T13:45:00+09:00,1708.09,1709.19,1707.88,1708.52,NaN,NaN,NaN,1709.910358221076,NaN,NaN,1708.42
2022-07-19T14:00:00+09:00,1708.52,1710.15,1707.925,1709.95,1707.4477134231392,1707.4477134231392,1707.4477134231392,NaN,NaN,NaN,1709.13625
2022-07-19T14:15:00+09:00,1709.95,1710.51,1709.295,1710.29,1708.3633707385115,NaN,NaN,NaN,NaN,NaN,1710.01125
2022-07-19T14:30:00+09:00,1710.29,1711.29,1709.82,1710.635,1709.000296590809,NaN,NaN,NaN,NaN,NaN,1710.50875
2022-07-19T14:45:00+09:00,1710.635,1710.73,1709.095,1710.24,1709.000296590809,NaN,NaN,NaN,NaN,NaN,1710.175
2022-07-19T15:00:00+09:00,1710.24,1710.9,1709.185,1709.545,1709.000296590809,NaN,NaN,NaN,NaN,NaN,1709.9675000000002
2022-07-19T15:15:00+09:00,1709.545,1709.9,1708.28,1709.16,1709.000296590809,NaN,NaN,NaN,NaN,NaN,1709.22125
2022-07-19T15:30:00+09:00,1709.16,1709.525,1707.88,1708.605,NaN,NaN,NaN,1710.4119649164047,1710.4119649164047,1710.4119649164047,1708.7925
2022-07-19T15:45:00+09:00,1708.605,1709.295,1708.355,1708.975,NaN,NaN,NaN,1710.3993719331238,NaN,NaN,1708.8075
2022-07-19T16:00:00+09:00,1708.975,1710.315,1708.225,1708.485,NaN,NaN,NaN,1710.3993719331238,NaN,NaN,1708.9999999999998
2022-07-19T16:15:00+09:00,1708.485,1709.385,1707.495,1708.355,NaN,NaN,NaN,1710.2312380371993,NaN,NaN,1708.4299999999998
2022-07-19T16:30:00+09:00,1708.355,1710.465,1708.245,1709.44,NaN,NaN,NaN,1710.2312380371993,NaN,NaN,1709.1262499999998
2022-07-19T16:45:00+09:00,1709.44,1711.77,1708.845,1711.76,1708.1268876561924,1708.1268876561924,1708.1268876561924,NaN,NaN,NaN,1710.4537500000001
2022-07-19T17:00:00+09:00,1711.76,1712.275,1710.86,1711.49,1709.511710124954,NaN,NaN,NaN,NaN,NaN,1711.5962499999998
2022-07-19T17:15:00+09:00,1711.49,1713.155,1711.34,1712.39,1710.2035680999631,NaN,NaN,NaN,NaN,NaN,1712.09375
2022-07-19T17:30:00+09:00,1712.39,1712.8,1711.735,1712.265,1710.3980544799704,NaN,NaN,NaN,NaN,NaN,1712.2975000000001
2022-07-19T17:45:00+09:00,1712.265,1713.34,1711.385,1713.275,1710.4368435839765,NaN,NaN,NaN,NaN,NaN,1712.5662499999999
2022-07-19T18:00:00+09:00,1713.275,1713.42,1712.14,1712.96,1710.9578748671813,NaN,NaN,NaN,NaN,NaN,1712.94875
2022-07-19T18:15:00+09:00,1712.96,1713.335,1712.145,1712.935,1711.020499893745,NaN,NaN,NaN,NaN,NaN,1712.84375
2022-07-19T18:30:00+09:00,1712.935,1714.29,1712.71,1714,1711.776799914996,NaN,NaN,NaN,NaN,NaN,1713.4837499999999
2022-07-19T18:45:00+09:00,1714,1715.15,1713.27,1713.31,1712.4178399319967,NaN,NaN,NaN,NaN,NaN,1713.9325
2022-07-19T19:00:00+09:00,1713.31,1715.585,1712.93,1714.98,1712.4178399319967,NaN,NaN,NaN,NaN,NaN,1714.20125
2022-07-19T19:15:00+09:00,1714.98,1715.105,1714.07,1714.8,1712.745537556478,NaN,NaN,NaN,NaN,NaN,1714.73875
2022-07-19T19:30:00+09:00,1714.8,1715.625,1713.975,1715.605,1712.9634300451823,NaN,NaN,NaN,NaN,NaN,1715.0012499999998
2022-07-19T19:45:00+09:00,1715.605,1717.17,1715.295,1717.01,1714.350744036146,NaN,NaN,NaN,NaN,NaN,1716.27
2022-07-19T20:00:00+09:00,1717.01,1718.48,1716.035,1717.355,1715.2141952289169,NaN,NaN,NaN,NaN,NaN,1717.2199999999998
2022-07-19T20:15:00+09:00,1717.355,1717.975,1716.375,1716.505,1715.2141952289169,NaN,NaN,NaN,NaN,NaN,1717.0525
2022-07-19T20:30:00+09:00,1716.505,1717.085,1715.715,1716.75,1715.2141952289169,NaN,NaN,NaN,NaN,NaN,1716.51375
2022-07-19T20:45:00+09:00,1716.75,1717.12,1713.345,1714.115,NaN,NaN,NaN,1717.5755720427946,1717.5755720427946,1717.5755720427946,1715.3325
2022-07-19T21:00:00+09:00,1714.115,1714.89,1712.65,1713.28,NaN,NaN,NaN,1716.1372576342358,NaN,NaN,1713.73375
2022-07-19T21:15:00+09:00,1713.28,1713.715,1708.62,1709.83,NaN,NaN,NaN,1714.1822061073885,NaN,NaN,1711.36125
2022-07-19T21:30:00+09:00,1709.83,1711.42,1708.775,1709.58,NaN,NaN,NaN,1713.091164885911,NaN,NaN,1709.90125
2022-07-19T21:45:00+09:00,1709.58,1710.1,1708.675,1708.98,NaN,NaN,NaN,1712.0959319087285,NaN,NaN,1709.3337499999998
2022-07-19T22:00:00+09:00,1708.98,1711.635,1708.64,1710.885,NaN,NaN,NaN,1712.0959319087285,NaN,NaN,1710.035
2022-07-19T22:15:00+09:00,1710.885,1712.12,1709.72,1711.24,NaN,NaN,NaN,1712.0959319087285,NaN,NaN,1710.99125
2022-07-19T22:30:00+09:00,1711.24,1714.57,1710.48,1713.59,1709.3943868627312,1709.3943868627312,1709.3943868627312,NaN,NaN,NaN,1712.47
2022-07-19T22:45:00+09:00,1713.59,1713.71,1710.745,1711.015,1709.3943868627312,NaN,NaN,NaN,NaN,NaN,1712.265
2022-07-19T23:00:00+09:00,1711.015,1714.445,1710.86,1712.42,1709.3943868627312,NaN,NaN,NaN,NaN,NaN,1712.185
2022-07-19T23:15:00+09:00,1712.42,1712.65,1709.785,1710.855,1709.3943868627312,NaN,NaN,NaN,NaN,NaN,1711.4275000000002
2022-07-19T23:30:00+09:00,1710.855,1712.465,1710.6,1710.785,1709.3943868627312,NaN,NaN,NaN,NaN,NaN,1711.17625
2022-07-19T23:45:00+09:00,1710.785,1713.555,1710.705,1713.02,1709.3943868627312,NaN,NaN,NaN,NaN,NaN,1712.0162500000001
2022-07-20T00:00:00+09:00,1713.02,1714.605,1712.485,1714.295,1710.6342257657438,NaN,NaN,NaN,NaN,NaN,1713.60125
2022-07-20T00:15:00+09:00,1714.295,1714.585,1712.655,1714.56,1710.8667806125948,NaN,NaN,NaN,NaN,NaN,1714.0237499999998
2022-07-20T00:30:00+09:00,1714.56,1715.325,1713.96,1713.97,1712.139624490076,NaN,NaN,NaN,NaN,NaN,1714.4537500000001
2022-07-20T00:45:00+09:00,1713.97,1714.475,1713.32,1714.425,1712.139624490076,NaN,NaN,NaN,NaN,NaN,1714.0475
2022-07-20T01:00:00+09:00,1714.425,1714.525,1711.91,1712.525,1712.139624490076,NaN,NaN,NaN,NaN,NaN,1713.34625
2022-07-20T01:15:00+09:00,1712.525,1713.115,1712.28,1712.815,1712.139624490076,NaN,NaN,NaN,NaN,NaN,1712.6837500000001
2022-07-20T01:30:00+09:00,1712.815,1713.92,1711.23,1711.255,NaN,NaN,NaN,1714.785536261081,1714.785536261081,1714.785536261081,1712.305
2022-07-20T01:45:00+09:00,1711.255,1711.945,1711.08,1711.555,NaN,NaN,NaN,1713.5125832070917,NaN,NaN,1711.45875
2022-07-20T02:00:00+09:00,1711.555,1712.31,1711.05,1712.275,NaN,NaN,NaN,1713.5125832070917,NaN,NaN,1711.7975000000001
2022-07-20T02:15:00+09:00,1712.275,1713.145,1711.83,1711.89,NaN,NaN,NaN,1713.5125832070917,NaN,NaN,1712.285
2022-07-20T02:30:00+09:00,1711.89,1713.02,1711.74,1712.02,NaN,NaN,NaN,1713.5125832070917,NaN,NaN,1712.1675
2022-07-20T02:45:00+09:00,1712.02,1712.13,1710.955,1710.995,NaN,NaN,NaN,1713.1725924816249,NaN,NaN,1711.5249999999999
2022-07-20T03:00:00+09:00,1710.995,1711.495,1710.275,1710.655,NaN,NaN,NaN,1712.4574739852999,NaN,NaN,1710.8549999999998
2022-07-20T03:15:00+09:00,1710.655,1711.865,1710.61,1711.71,NaN,NaN,NaN,1712.4574739852999,NaN,NaN,1711.21
2022-07-20T03:30:00+09:00,1711.71,1711.74,1709.85,1710.39,NaN,NaN,NaN,1712.438063350592,NaN,NaN,1710.9225
2022-07-20T03:45:00+09:00,1710.39,1710.58,1709.86,1710.235,NaN,NaN,NaN,1711.6928506804734,NaN,NaN,1710.26625
2022-07-20T04:00:00+09:00,1710.235,1711.465,1710.055,1711.33,NaN,NaN,NaN,1711.6928506804734,NaN,NaN,1710.77125
2022-07-20T04:15:00+09:00,1711.33,1712.695,1711.1,1712.51,1710.3558155644969,1710.3558155644969,1710.3558155644969,NaN,NaN,NaN,1711.90875
2022-07-20T04:30:00+09:00,1712.51,1712.51,1711.22,1711.44,1710.3558155644969,NaN,NaN,NaN,NaN,NaN,1711.92
2022-07-20T04:45:00+09:00,1711.44,1712.185,1710.7,1712.185,1710.3558155644969,NaN,NaN,NaN,NaN,NaN,1711.6275
2022-07-20T05:00:00+09:00,1712.185,1712.25,1711.815,1712.115,1710.7044655690224,NaN,NaN,NaN,NaN,NaN,1712.09125
2022-07-20T05:15:00+09:00,1712.115,1712.115,1711.115,1711.32,1710.7044655690224,NaN,NaN,NaN,NaN,NaN,1711.66625
2022-07-20T05:30:00+09:00,1711.32,1711.905,1711.32,1711.715,1710.7044655690224,NaN,NaN,NaN,NaN,NaN,1711.565
2022-07-20T05:45:00+09:00,1711.715,1711.815,1711.135,1711.575,1710.7044655690224,NaN,NaN,NaN,NaN,NaN,1711.56
2022-07-20T07:00:00+09:00,1711.575,1711.81,1711.175,1711.73,1710.7044655690224,NaN,NaN,NaN,NaN,NaN,1711.5725000000002
2022-07-20T07:15:00+09:00,1711.73,1712.235,1711.67,1712.1,1711.029519277657,NaN,NaN,NaN,NaN,NaN,1711.9337500000001
2022-07-20T07:30:00+09:00,1712.1,1712.295,1711.96,1712.195,1711.3154154221259,NaN,NaN,NaN,NaN,NaN,1712.1374999999998
2022-07-20T07:45:00+09:00,1712.195,1712.46,1712.11,1712.13,1711.5583323377004,NaN,NaN,NaN,NaN,NaN,1712.2237499999999
2022-07-20T08:00:00+09:00,1712.13,1712.155,1711.475,1712.04,1711.5583323377004,NaN,NaN,NaN,NaN,NaN,1711.95
2022-07-20T08:15:00+09:00,1712.04,1712.145,1710.675,1710.78,NaN,NaN,NaN,1712.3181473038715,1712.3181473038715,1712.3181473038715,1711.4099999999999
2022-07-20T08:30:00+09:00,1710.78,1711.14,1710.16,1710.9,NaN,NaN,NaN,1711.5921178430974,NaN,NaN,1710.745
2022-07-20T08:45:00+09:00,1710.9,1711.025,1709.685,1710.02,NaN,NaN,NaN,1711.403494274478,NaN,NaN,1710.4075000000003
2022-07-20T09:00:00+09:00,1710.02,1710.63,1709.985,1710.33,NaN,NaN,NaN,1711.2881954195823,NaN,NaN,1710.24125
2022-07-20T09:15:00+09:00,1710.33,1711.965,1710.275,1711.745,1709.963643664334,1709.963643664334,1709.963643664334,NaN,NaN,NaN,1711.07875
2022-07-20T09:30:00+09:00,1711.745,1711.83,1711.195,1711.465,1710.447714931467,NaN,NaN,NaN,NaN,NaN,1711.55875
2022-07-20T09:45:00+09:00,1711.465,1712.655,1711.195,1712.225,1710.7519719451739,NaN,NaN,NaN,NaN,NaN,1711.8849999999998
2022-07-20T10:00:00+09:00,1712.225,1712.6,1710.675,1710.92,1710.7519719451739,NaN,NaN,NaN,NaN,NaN,1711.605
2022-07-20T10:15:00+09:00,1710.92,1711.41,1710.26,1711.095,1710.7519719451739,NaN,NaN,NaN,NaN,NaN,1710.92125
2022-07-20T10:30:00+09:00,1711.095,1712.865,1709.6,1712,1710.7519719451739,NaN,NaN,NaN,NaN,NaN,1711.3899999999999
2022-07-20T10:45:00+09:00,1712,1712,1709.835,1709.99,NaN,NaN,NaN,1712.1775379550888,1712.1775379550888,1712.1775379550888,1710.95625
2022-07-20T11:00:00+09:00,1709.99,1710.665,1709.715,1710.315,NaN,NaN,NaN,1711.9271314330056,NaN,NaN,1710.1712499999999
2022-07-20T11:15:00+09:00,1710.315,1711.595,1710.06,1711.285,NaN,NaN,NaN,1711.9271314330056,NaN,NaN,1710.8137499999998
2022-07-20T11:30:00+09:00,1711.285,1711.72,1710.395,1711.685,NaN,NaN,NaN,1711.9271314330056,NaN,NaN,1711.2712499999998
2022-07-20T11:45:00+09:00,1711.685,1711.92,1710.825,1711.305,NaN,NaN,NaN,1711.9271314330056,NaN,NaN,1711.4337500000001
2022-07-20T12:00:00+09:00,1711.305,1711.94,1710.95,1711.78,NaN,NaN,NaN,1711.9271314330056,NaN,NaN,1711.4937499999999
2022-07-20T12:15:00+09:00,1711.78,1713.215,1711.73,1712.73,1710.9605908520327,1710.9605908520327,1710.9605908520327,NaN,NaN,NaN,1712.36375
2022-07-20T12:30:00+09:00,1712.73,1713.445,1712.715,1713.14,1711.7098726816262,NaN,NaN,NaN,NaN,NaN,1713.0075000000002
2022-07-20T12:45:00+09:00,1713.14,1713.285,1711.29,1712.215,1711.7098726816262,NaN,NaN,NaN,NaN,NaN,1712.4825
2022-07-20T13:00:00+09:00,1712.215,1713.085,1712.14,1712.995,1711.7098726816262,NaN,NaN,NaN,NaN,NaN,1712.60875
2022-07-20T13:15:00+09:00,1712.995,1713.495,1712.36,1712.4,1711.7098726816262,NaN,NaN,NaN,NaN,NaN,1712.8125
2022-07-20T13:30:00+09:00,1712.4,1712.42,1711.59,1711.71,1711.7098726816262,NaN,NaN,NaN,NaN,NaN,1712.03
2022-07-20T13:45:00+09:00,1711.71,1712.385,1711.345,1711.785,1711.7098726816262,NaN,NaN,NaN,NaN,NaN,1711.80625
